#feature                                                         ;occurence
CONFIG_TOUCHSCREEN_USB_GUNZE                                    ;7
CONFIG_TOUCHSCREEN_USB_IRTOUCH                                  ;7
CONFIG_TOUCHSCREEN_USB_IDEALTEK                                 ;5
CONFIG_TOUCHSCREEN_USB_GENERAL_TOUCH                            ;7
CONFIG_TOUCHSCREEN_USB_ELO                                      ;5
CONFIG_TOUCHSCREEN_USB_E2I                                      ;7
CONFIG_TOUCHSCREEN_USB_ZYTRONIC                                 ;5
CONFIG_TOUCHSCREEN_USB_NEXIO                                    ;6
CONFIG_TOUCHSCREEN_TSC2004                                      ;22
CONFIG_TOUCHSCREEN_RM_TS                                        ;28
CONFIG_TOUCHSCREEN_SILEAD                                       ;24
CONFIG_TOUCHSCREEN_SIS_I2C                                      ;26
CONFIG_TOUCHSCREEN_ST1232                                       ;30
CONFIG_TOUCHSCREEN_STMFTS                                       ;27
CONFIG_TOUCHSCREEN_STMPE                                        ;7
CONFIG_TOUCHSCREEN_SUR40                                        ;5
CONFIG_TOUCHSCREEN_SX8654                                       ;32
CONFIG_TOUCHSCREEN_TPS6507X                                     ;32
CONFIG_TOUCHSCREEN_ZET6223                                      ;28
CONFIG_TOUCHSCREEN_COLIBRI_VF50                                 ;9
CONFIG_TOUCHSCREEN_ROHM_BU21023                                 ;27
CONFIG_RMI4_I2C                                                 ;47
CONFIG_RMI4_SPI                                                 ;21
CONFIG_RMI4_SMB                                                 ;53
CONFIG_SERIO_OLPC_APSP                                          ;32
CONFIG_SERIO_SUN4I_PS2                                          ;37
CONFIG_GAMEPORT_EMU10K1                                         ;32
CONFIG_GAMEPORT_FM801                                           ;31
CONFIG_HW_RANDOM_INTEL                                          ;29
CONFIG_HW_RANDOM_GEODE                                          ;16
CONFIG_SONYPI                                                   ;19
CONFIG_CARDMAN_4040                                             ;28
CONFIG_TELCLOCK                                                 ;69
CONFIG_DEVPORT                                                  ;39
CONFIG_I2C_MUX_GPIO                                             ;50
CONFIG_I2C_DEMUX_PINCTRL                                        ;11
CONFIG_I2C_MUX_MLXCPLD                                          ;52
CONFIG_I2C_ALGOPCF                                              ;35
CONFIG_I2C_ALGOPCA                                              ;75
CONFIG_I2C_ALI1535                                              ;34
CONFIG_I2C_ALI1563                                              ;37
CONFIG_I2C_AMD756                                               ;44
CONFIG_I2C_AMD8111                                              ;41
CONFIG_I2C_I801                                                 ;41
CONFIG_I2C_ISCH                                                 ;40
CONFIG_I2C_ISMT                                                 ;41
CONFIG_I2C_PIIX4                                                ;39
CONFIG_I2C_NFORCE2                                              ;34
CONFIG_I2C_NFORCE2_S4985                                        ;20
CONFIG_I2C_SIS5595                                              ;39
CONFIG_I2C_SIS630                                               ;43
CONFIG_I2C_SIS96X                                               ;36
CONFIG_I2C_VIAPRO                                               ;32
CONFIG_I2C_ASPEED                                               ;37
CONFIG_I2C_BCM_IPROC                                            ;34
CONFIG_I2C_DESIGNWARE_CORE                                      ;83
CONFIG_I2C_DESIGNWARE_PLATFORM                                  ;76
CONFIG_I2C_DESIGNWARE_SLAVE                                     ;37
CONFIG_I2C_DESIGNWARE_PCI                                       ;38
CONFIG_I2C_DESIGNWARE_BAYTRAIL                                  ;16
CONFIG_I2C_EMEV2                                                ;36
CONFIG_I2C_IMG                                                  ;34
CONFIG_I2C_IMX_LPI2C                                            ;34
CONFIG_I2C_JZ4780                                               ;41
CONFIG_I2C_LPC2K                                                ;19
CONFIG_I2C_MESON                                                ;33
CONFIG_I2C_OCORES                                               ;68
CONFIG_I2C_PCA_PLATFORM                                         ;63
CONFIG_I2C_RIIC                                                 ;32
CONFIG_I2C_RK3X                                                 ;20
CONFIG_I2C_SUN6I_P2WI                                           ;35
CONFIG_I2C_UNIPHIER                                             ;32
CONFIG_I2C_UNIPHIER_F                                           ;32
CONFIG_I2C_VERSATILE                                            ;36
CONFIG_I2C_RCAR                                                 ;32
CONFIG_I2C_DIOLAN_U2C                                           ;34
CONFIG_I2C_ROBOTFUZZ_OSIF                                       ;34
CONFIG_I2C_TINY_USB                                             ;31
CONFIG_I2C_ELEKTOR                                              ;9
CONFIG_I2C_PCA_ISA                                              ;13
CONFIG_SCx200_ACB                                               ;14
CONFIG_I2C_SLAVE                                                ;86
CONFIG_SPI_DEBUG                                                ;15
CONFIG_SPI_ALTERA                                               ;30
CONFIG_SPI_AXI_SPI_ENGINE                                       ;24
CONFIG_SPI_BCM2835AUX                                           ;12
CONFIG_SPI_CADENCE                                              ;26
CONFIG_SPI_JCORE                                                ;7
CONFIG_SPI_FSL_LIB                                              ;21
CONFIG_SPI_FSL_SPI                                              ;21
CONFIG_SPI_MESON_SPICC                                          ;11
CONFIG_SPI_PXA2XX                                               ;12
CONFIG_SPI_PXA2XX_PCI                                           ;12
CONFIG_SPI_RSPI                                                 ;14
CONFIG_SPI_SC18IS602                                            ;28
CONFIG_SPI_TEGRA114                                             ;13
CONFIG_SPI_TEGRA20_SFLASH                                       ;12
CONFIG_SPI_TOPCLIFF_PCH                                         ;8
CONFIG_SPI_XLP                                                  ;16
CONFIG_SPI_SPIDEV                                               ;27
CONFIG_PPS_CLIENT_KTIMER                                        ;38
CONFIG_PINCTRL                                                  ;30
CONFIG_GENERIC_PINCTRL_GROUPS                                   ;12
CONFIG_PINMUX                                                   ;30
CONFIG_GENERIC_PINMUX_FUNCTIONS                                 ;12
CONFIG_PINCONF                                                  ;30
CONFIG_GENERIC_PINCONF                                          ;30
CONFIG_DEBUG_PINCTRL                                            ;10
CONFIG_PINCTRL_AS3722                                           ;5
CONFIG_PINCTRL_AMD                                              ;15
CONFIG_PINCTRL_MCP23S08                                         ;23
CONFIG_PINCTRL_SINGLE                                           ;7
CONFIG_PINCTRL_SX150X                                           ;19
CONFIG_PINCTRL_MAX77620                                         ;6
CONFIG_PINCTRL_INGENIC                                          ;7
CONFIG_PINCTRL_ASPEED                                           ;9
CONFIG_PINCTRL_ASPEED_G5                                        ;7
CONFIG_PINCTRL_IPROC_GPIO                                       ;4
CONFIG_PINCTRL_CYGNUS_MUX                                       ;7
CONFIG_PINCTRL_NSP_GPIO                                         ;6
CONFIG_PINCTRL_NS2_MUX                                          ;3
