xp; xp_val; conf; conf_val
TIMER_PROBE; y; TIMER_PROBE; y
TIMER_OF; y; TIMER_OF; y
CRYPTO_ABLK_HELPER; y; CRYPTO_ABLK_HELPER; y
VIDEO_MT9V011; y; VIDEO_MT9V011; y
HAVE_ARCH_TRANSPARENT_HUGEPAGE; y; HAVE_ARCH_TRANSPARENT_HUGEPAGE; y
GENERIC_MSI_IRQ; y; GENERIC_MSI_IRQ; y
HARDLOCKUP_DETECTOR_PERF; y; HARDLOCKUP_DETECTOR_PERF; y
SOFTLOCKUP_DETECTOR; y; SOFTLOCKUP_DETECTOR; y
VIDEO_DM355_CCDC; y; VIDEO_DM355_CCDC; y
SND_SAMSUNG_I2S; y; SND_SAMSUNG_I2S; y
SND_SOC_LOWLAND; y; SND_SOC_LOWLAND; y
SND_SOC_SPEYSIDE; y; SND_SOC_SPEYSIDE; y
PNPACPI; y; PNPACPI; y
SND_VX222; y; SND_VX222; y
HAVE_SETUP_PER_CPU_AREA; y; HAVE_SETUP_PER_CPU_AREA; y
FONT_AUTOSELECT; y; ; 
CRYPTO_CCM; y; CRYPTO_CCM; y
IP6_NF_RAW; y; IP6_NF_RAW; y
FUSE_FS; y; FUSE_FS; y
SND_JZ4740_SOC; y; SND_JZ4740_SOC; y
SND_JZ4740_SOC_QI_LB60; y; SND_JZ4740_SOC_QI_LB60; y
WIL6210; y; WIL6210; y
SND_SOC_TLV320AIC32X4; y; SND_SOC_TLV320AIC32X4; y
SND_SOC_TLV320AIC32X4_I2C; y; SND_SOC_TLV320AIC32X4_I2C; y
SND_SOC_TLV320AIC32X4_SPI; y; SND_SOC_TLV320AIC32X4_SPI; y
SND_COMPRESS_OFFLOAD; y; SND_COMPRESS_OFFLOAD; y
MIPS_EJTAG_FDC_KGDB_CHAN; 15; ; 
ZLIB_INFLATE; y; ZLIB_INFLATE; y
CHELSIO_T4; y; CHELSIO_T4; y
SND_SOC_WM2000; y; SND_SOC_WM2000; y
AD7791; y; AD7791; y
SND_SOC_NAU8824; y; SND_SOC_NAU8824; y
HAVE_PCSPKR_PLATFORM; y; HAVE_PCSPKR_PLATFORM; y
I8253_LOCK; y; I8253_LOCK; y
SND_SOC_ISABELLE; y; SND_SOC_ISABELLE; y
VIRT_CPU_ACCOUNTING; y; VIRT_CPU_ACCOUNTING; y
VIRT_CPU_ACCOUNTING_GEN; y; VIRT_CPU_ACCOUNTING_GEN; y
SERIAL_CORE_CONSOLE; y; SERIAL_CORE_CONSOLE; y
NET_SCH_SFQ; y; NET_SCH_SFQ; y
DEFAULT_SFQ; y; DEFAULT_SFQ; y
SND_JACK_INPUT_DEV; y; SND_JACK_INPUT_DEV; y
SND_JACK; y; SND_JACK; y
SCSI_SYM53C8XX_DEFAULT_TAGS; 16; SCSI_SYM53C8XX_DEFAULT_TAGS; 16
DVB_DRXD; y; DVB_DRXD; y
DMA_VIRTUAL_CHANNELS; y; DMA_VIRTUAL_CHANNELS; y
IBM_EMAC_RX_COPY_THRESHOLD; 0; ; 
NFC_PN544_I2C; y; NFC_PN544_I2C; y
COMEDI_NI_TIO; y; COMEDI_NI_TIO; y
SND_SOC_WM8978; y; SND_SOC_WM8978; y
SND_SOC_WM8961; y; SND_SOC_WM8961; y
CRC16; y; CRC16; y
USB_ZR364XX; y; USB_ZR364XX; y
MEMORY_ISOLATION; y; MEMORY_ISOLATION; y
ARCH_HAS_GIGANTIC_PAGE; y; ARCH_HAS_GIGANTIC_PAGE; y
RADIO_GEMTEK_PORT; 0x1; ; 
DVB_LNBH25; y; DVB_LNBH25; y
SND_SOC_PCM3008; y; SND_SOC_PCM3008; y
SND_SOC_INTEL_HASWELL; y; SND_SOC_INTEL_HASWELL; y
IP_SET_MAX; 1; ; 
CMDLINE; ""; ; 
HAVE_EBPF_JIT; y; HAVE_EBPF_JIT; y
PAGE_EXTENSION; y; PAGE_EXTENSION; y
VGA_ARB; y; VGA_ARB; y
RT2X00_LIB_USB; y; RT2X00_LIB_USB; y
BPF; y; BPF; y
DUMMY_CONSOLE; y; DUMMY_CONSOLE; y
SND_SOC_LM49453; y; SND_SOC_LM49453; y
SND_SST_IPC; y; SND_SST_IPC; y
SND_SOC_TAS5086; y; SND_SOC_TAS5086; y
ARCH_HAS_GCOV_PROFILE_ALL; y; ARCH_HAS_GCOV_PROFILE_ALL; y
ARCH_HAS_FAST_MULTIPLIER; y; ARCH_HAS_FAST_MULTIPLIER; y
SND_SOC_MAX9877; y; SND_SOC_MAX9877; y
CC_STACKPROTECTOR_REGULAR; y; CC_STACKPROTECTOR_REGULAR; y
VIDEO_MEDIATEK_VPU; y; VIDEO_MEDIATEK_VPU; y
SND_CS46XX; y; SND_CS46XX; y
SND_SOC_AC97_CODEC; y; SND_SOC_AC97_CODEC; y
USB_AN2720; y; USB_AN2720; y
VERSATILE_FPGA_IRQ_NR; 1; ; 
MTRR; y; MTRR; y
SYNC_FILE; y; SYNC_FILE; y
NO_BOOTMEM; y; NO_BOOTMEM; y
IP_VS_SH_TAB_BITS; 4; ; 
SCSI_DMA; y; SCSI_DMA; y
SND_FIREFACE; y; SND_FIREFACE; y
DVB_RTL2832_SDR; y; DVB_RTL2832_SDR; y
VIDEO_APTINA_PLL; y; VIDEO_APTINA_PLL; y
PANEL_LCD_PIN_SCL; 0; ; 
DRM_FBDEV_OVERALLOC; 100; DRM_FBDEV_OVERALLOC; 100
HAVE_GCC_PLUGINS; y; HAVE_GCC_PLUGINS; y
ARCH_HAS_FORTIFY_SOURCE; y; ARCH_HAS_FORTIFY_SOURCE; y
RCU_BOOST_DELAY; 0; ; 
DVB_ISL6405; y; DVB_ISL6405; y
NF_DUP_IPV6; y; NF_DUP_IPV6; y
CRYPTO_RNG_DEFAULT; y; CRYPTO_RNG_DEFAULT; y
SND_SOC_DA732X; y; SND_SOC_DA732X; y
INET_TCP_DIAG; y; INET_TCP_DIAG; y
QUOTA_TREE; y; QUOTA_TREE; y
RADIO_TEF6862; y; RADIO_TEF6862; y
DVB_USB_DIB3000MC; y; DVB_USB_DIB3000MC; y
INPUT_MATRIXKMAP; y; INPUT_MATRIXKMAP; y
DVB_LNBP22; y; DVB_LNBP22; y
MDIO; y; MDIO; y
HAVE_HARDLOCKUP_DETECTOR_PERF; y; HAVE_HARDLOCKUP_DETECTOR_PERF; y
MEDIA_TUNER_R820T; y; MEDIA_TUNER_R820T; y
MLXSW_I2C; y; MLXSW_I2C; y
EVM_X509_PATH; ""; ; 
VIDEO_CS3308; y; VIDEO_CS3308; y
SND_SOC_CQ0093VC; y; SND_SOC_CQ0093VC; y
SND_SOC_INTEL_SST_MATCH; y; SND_SOC_INTEL_SST_MATCH; y
DMA_SHARED_BUFFER; y; DMA_SHARED_BUFFER; y
SND_SOC_WM2200; y; SND_SOC_WM2200; y
RAPIDIO_DISC_TIMEOUT; 0; RAPIDIO_DISC_TIMEOUT; 0
DVB_ZD1301_DEMOD; y; DVB_ZD1301_DEMOD; y
SND_SOC_SSM4567; y; SND_SOC_SSM4567; y
SND_ATMEL_SOC_SSC; y; SND_ATMEL_SOC_SSC; y
SND_ATMEL_SOC_SSC_DMA; y; SND_ATMEL_SOC_SSC_DMA; y
SCSI_OSD_DPRINT_SENSE; 1; ; 
HAVE_USER_RETURN_NOTIFIER; y; HAVE_USER_RETURN_NOTIFIER; y
SND_SOC_TEGRA20_AC97; y; SND_SOC_TEGRA20_AC97; y
HAVE_FUNCTION_GRAPH_TRACER; y; HAVE_FUNCTION_GRAPH_TRACER; y
DLCI_MAX; 1; ; 
RCU_FANOUT_LEAF; 1; ; 
SPARSEMEM_VMEMMAP_ENABLE; y; SPARSEMEM_VMEMMAP_ENABLE; y
SND_SOC_RT5631; y; SND_SOC_RT5631; y
NETFILTER_SYNPROXY; y; NETFILTER_SYNPROXY; y
SND_SOC_SGTL5000; y; SND_SOC_SGTL5000; y
DEFAULT_SECURITY; "apparmor"; DEFAULT_SECURITY; ""
SND_SOC_CS4271; y; SND_SOC_CS4271; y
ARCH_HAVE_NMI_SAFE_CMPXCHG; y; ARCH_HAVE_NMI_SAFE_CMPXCHG; y
USB_F_ACM; y; USB_F_ACM; y
GENWQE_PLATFORM_ERROR_RECOVERY; 1; ; 
SND_SOC_WM8985; y; SND_SOC_WM8985; y
DVB_DIB8000; y; DVB_DIB8000; y
PREEMPT_VOLUNTARY; y; PREEMPT_VOLUNTARY; y
DVB_STB6000; y; DVB_STB6000; y
ACPI_LEGACY_TABLES_LOOKUP; y; ACPI_LEGACY_TABLES_LOOKUP; y
V4L2_FWNODE; y; V4L2_FWNODE; y
VIDEO_TVP5150; y; VIDEO_TVP5150; y
GENERIC_SMP_IDLE_THREAD; y; GENERIC_SMP_IDLE_THREAD; y
PANEL_LCD_HEIGHT; 1; ; 
SND_SOC_CS42L51; y; SND_SOC_CS42L51; y
SND_SOC_CS42L51_I2C; y; SND_SOC_CS42L51_I2C; y
CRYPTO_SHA256; y; CRYPTO_SHA256; y
VT_CONSOLE_SLEEP; y; VT_CONSOLE_SLEEP; y
BLK_DEV_IT8172; y; BLK_DEV_IT8172; y
ARCH_HAS_KCOV; y; ARCH_HAS_KCOV; y
VIDEOBUF_DMA_SG; y; VIDEOBUF_DMA_SG; y
VIDEO_SAA7146_VV; y; VIDEO_SAA7146_VV; y
EPOLL; y; EPOLL; y
SND_SOC_IMX_SPDIF; y; SND_SOC_IMX_SPDIF; y
DEFAULT_HOSTNAME; "(none)"; DEFAULT_HOSTNAME; "(none)"
CC_STACKPROTECTOR; y; CC_STACKPROTECTOR; y
FIX_EARLYCON_MEM; y; FIX_EARLYCON_MEM; y
X86_16BIT; y; X86_16BIT; y
X86_ESPFIX64; y; X86_ESPFIX64; y
SERIAL_MCF_BAUDRATE; 19200; ; 
CHECK_SIGNATURE; y; CHECK_SIGNATURE; y
DVB_MB86A20S; y; DVB_MB86A20S; y
X86_PAT; y; X86_PAT; y
SND_SOC_WM8995; y; SND_SOC_WM8995; y
MODULE_SIG_KEY; ""; ; 
SND_SOC_CS43130; y; SND_SOC_CS43130; y
USB_F_EEM; y; USB_F_EEM; y
SND_SOC_AD193X_SPI; y; SND_SOC_AD193X_SPI; y
ARCH_HAS_ADD_PAGES; y; ARCH_HAS_ADD_PAGES; y
PANEL_LCD_PIN_RS; 0; ; 
VIDEO_CS53L32A; y; VIDEO_CS53L32A; y
NFS_V4_1_IMPLEMENTATION_ID_DOMAIN; "kernel.org"; ; 
SND_SOC_WM8993; y; SND_SOC_WM8993; y
SND_HDA_INTEL; y; SND_HDA_INTEL; y
BLK_MQ_RDMA; y; BLK_MQ_RDMA; y
COMEDI_PCL816; y; COMEDI_PCL816; y
SND_SOC_IMX_PCM_DMA; y; SND_SOC_IMX_PCM_DMA; y
PINCTRL_SUNRISEPOINT; y; PINCTRL_SUNRISEPOINT; y
CHELSIO_LIB; y; CHELSIO_LIB; y
LSM_MMAP_MIN_ADDR; 65536; ; 
I2C_DESIGNWARE_CORE; y; I2C_DESIGNWARE_CORE; y
I2C_DESIGNWARE_PCI; y; I2C_DESIGNWARE_PCI; y
USB_F_SERIAL; y; USB_F_SERIAL; y
USB_CONFIGFS_SERIAL; y; USB_CONFIGFS_SERIAL; y
HARDLOCKUP_CHECK_TIMESTAMP; y; HARDLOCKUP_CHECK_TIMESTAMP; y
GENERIC_CLOCKEVENTS_MIN_ADJUST; y; GENERIC_CLOCKEVENTS_MIN_ADJUST; y
USB_U_ETHER; y; USB_U_ETHER; y
MII; y; MII; y
GENERIC_PCI_IOMAP; y; GENERIC_PCI_IOMAP; y
INPUT_EVDEV; y; INPUT_EVDEV; y
DVB_AV7110_IR; y; DVB_AV7110_IR; y
SND_SOC_MAX98090; y; SND_SOC_MAX98090; y
FB_SYS_IMAGEBLIT; y; FB_SYS_IMAGEBLIT; y
KALLSYMS_BASE_RELATIVE; y; KALLSYMS_BASE_RELATIVE; y
RT2X00_LIB_CRYPTO; y; RT2X00_LIB_CRYPTO; y
MEDIA_TUNER_MXL5005S; y; MEDIA_TUNER_MXL5005S; y
XZ_DEC_ARMTHUMB; y; XZ_DEC_ARMTHUMB; y
BATMAN_ADV_DEBUGFS; y; BATMAN_ADV_DEBUGFS; y
SQUASHFS_DECOMP_MULTI_PERCPU; y; SQUASHFS_DECOMP_MULTI_PERCPU; y
MAX_RAW_DEVS; 65536; ; 
MODULES_USE_ELF_RELA; y; MODULES_USE_ELF_RELA; y
VIDEO_VP27SMPX; y; VIDEO_VP27SMPX; y
ARCH_WANT_HUGE_PMD_SHARE; y; ARCH_WANT_HUGE_PMD_SHARE; y
SECURITY_TOMOYO_MAX_ACCEPT_ENTRY; 2147483647; ; 
V4L2_MEM2MEM_DEV; y; V4L2_MEM2MEM_DEV; y
AUDIT_ARCH; y; AUDIT_ARCH; y
SND_SOC_TLV320DAC33; y; SND_SOC_TLV320DAC33; y
SMS_SIANO_MDTV; y; SMS_SIANO_MDTV; y
PANEL_KEYPAD; 3; ; 
CRYPTO_TWOFISH_COMMON; y; CRYPTO_TWOFISH_COMMON; y
SND_SOC_UDA134X; y; SND_SOC_UDA134X; y
RADIO_TRUST_PORT; 350; ; 
VIDEO_TW9906; y; VIDEO_TW9906; y
RT2X00_LIB_FIRMWARE; y; RT2X00_LIB_FIRMWARE; y
SND_HDA_EXT_CORE; y; SND_HDA_EXT_CORE; y
VIDEO_MSP3400; y; VIDEO_MSP3400; y
DVB_ASCOT2E; y; DVB_ASCOT2E; y
BASE_SMALL; 0; BASE_SMALL; 0
HID_PICOLCD_LEDS; y; HID_PICOLCD_LEDS; y
USB_F_UVC; y; USB_F_UVC; y
ANDROID_BINDER_DEVICES; "binder,hwbinder,vndbinder"; ; 
DVB_DS3000; y; DVB_DS3000; y
CLKEVT_I8253; y; CLKEVT_I8253; y
CLKBLD_I8253; y; CLKBLD_I8253; y
VIDEO_WM8739; y; VIDEO_WM8739; y
FREEZER; y; FREEZER; y
SND_SOC_SIGMADSP_I2C; y; SND_SOC_SIGMADSP_I2C; y
ASSOCIATIVE_ARRAY; y; ASSOCIATIVE_ARRAY; y
MEDIA_TUNER_TEA5761; y; MEDIA_TUNER_TEA5761; y
BLK_DEV_DM_BUILTIN; y; BLK_DEV_DM_BUILTIN; y
SYSTEM_BLACKLIST_HASH_LIST; ""; ; 
DVB_TDA1004X; y; DVB_TDA1004X; y
LEDS_LP5523; y; LEDS_LP5523; y
RIONET_TX_SIZE; 128; RIONET_TX_SIZE; 128
NF_DEFRAG_IPV4; y; NF_DEFRAG_IPV4; y
NETFILTER_XT_TARGET_TPROXY; y; NETFILTER_XT_TARGET_TPROXY; y
VIDEO_WM8775; y; VIDEO_WM8775; y
SND_SOC_MAX98088; y; SND_SOC_MAX98088; y
SND_SOC_TAS571X; y; SND_SOC_TAS571X; y
DRM_PANEL_BRIDGE; y; DRM_PANEL_BRIDGE; y
DRM_MEGACHIPS_STDPXXXX_GE_B850V3_FW; y; DRM_MEGACHIPS_STDPXXXX_GE_B850V3_FW; y
HPET_TIMER; y; HPET_TIMER; y
BLK_DEV_IDEDMA_SFF; y; BLK_DEV_IDEDMA_SFF; y
SND_SOC_TPA6130A2; y; SND_SOC_TPA6130A2; y
HAVE_PERF_EVENTS_NMI; y; HAVE_PERF_EVENTS_NMI; y
ARCH_ENABLE_SPLIT_PMD_PTLOCK; y; ARCH_ENABLE_SPLIT_PMD_PTLOCK; y
NR_QUICK; 1; ; 
VIDEO_UPD64031A; y; VIDEO_UPD64031A; y
SND_SOC_RT286; y; SND_SOC_RT286; y
NF_LOG_COMMON; y; NF_LOG_COMMON; y
CRYPTO_ECDH; y; CRYPTO_ECDH; y
E1000E; y; E1000E; y
DEBUG_MEMORY_INIT; y; DEBUG_MEMORY_INIT; y
ARCH_MMAP_RND_BITS_DEFAULT; 1; ; 
SND_SEQ_MIDI_EVENT; y; SND_SEQ_MIDI_EVENT; y
RADIO_RTRACK_PORT; 30f; ; 
ACPI_PROCESSOR_CSTATE; y; ACPI_PROCESSOR_CSTATE; y
ARCH_WANTS_DYNAMIC_TASK_STRUCT; y; ARCH_WANTS_DYNAMIC_TASK_STRUCT; y
IP_NF_TARGET_TTL; y; IP_NF_TARGET_TTL; y
GENERIC_STRNLEN_USER; y; GENERIC_STRNLEN_USER; y
RTL8723_COMMON; y; RTL8723_COMMON; y
DVB_TDA10023; y; DVB_TDA10023; y
CRYPTO_SEQIV; y; CRYPTO_SEQIV; y
SERIAL_AR933X_NR_UARTS; 1; ; 
SND_SOC_MAX98925; y; SND_SOC_MAX98925; y
DVB_ZL10353; y; DVB_ZL10353; y
LNET_MAX_PAYLOAD; 0; ; 
FB_NEOMAGIC; y; FB_NEOMAGIC; y
CRYPTO_SHA512; y; CRYPTO_SHA512; y
XZ_DEC_POWERPC; y; XZ_DEC_POWERPC; y
SERIAL_8250_RUNTIME_UARTS; 4; ; 
MTD_NAND_DISKONCHIP_PROBE_ADDRESS; 0x1; ; 
HAVE_KERNEL_XZ; y; HAVE_KERNEL_XZ; y
ARCH_MMAP_RND_COMPAT_BITS; 0; ; 
ARCH_MMAP_RND_COMPAT_BITS_MIN; 0; ARCH_MMAP_RND_COMPAT_BITS_MIN; 8
MTD_BLOCK_RO; y; MTD_BLOCK_RO; y
NETFILTER_XT_TARGET_NOTRACK; y; NETFILTER_XT_TARGET_NOTRACK; y
GENERIC_ISA_DMA; y; GENERIC_ISA_DMA; y
SND_SOC_CS35L32; y; SND_SOC_CS35L32; y
HAVE_MEMBLOCK_NODE_MAP; y; HAVE_MEMBLOCK_NODE_MAP; y
XEN_BALLOON_MEMORY_HOTPLUG; y; XEN_BALLOON_MEMORY_HOTPLUG; y
XEN_BALLOON; y; XEN_BALLOON; y
SND_FIREWORKS; y; SND_FIREWORKS; y
X509_CERTIFICATE_PARSER; y; X509_CERTIFICATE_PARSER; y
SND_SOC_ES8328; y; SND_SOC_ES8328; y
SND_SOC_ES8328_SPI; y; SND_SOC_ES8328_SPI; y
SND_SOC_ES8328_I2C; y; SND_SOC_ES8328_I2C; y
SENSORS_ADM1026; y; SENSORS_ADM1026; y
DVB_SP887X; y; DVB_SP887X; y
SND_SOC_DA9055; y; SND_SOC_DA9055; y
X86_FEATURE_NAMES; y; X86_FEATURE_NAMES; y
RADIO_TYPHOON_PORT; 0x1; ; 
CONSTRUCTORS; y; CONSTRUCTORS; y
MEDIA_TUNER_MT2060; y; MEDIA_TUNER_MT2060; y
ARCH_DISCARD_MEMBLOCK; y; ARCH_DISCARD_MEMBLOCK; y
MTD_BLKDEVS; y; MTD_BLKDEVS; y
SND_VMASTER; y; SND_VMASTER; y
GRO_CELLS; y; GRO_CELLS; y
WIMAX_I2400M_DEBUG_LEVEL; 1; WIMAX_I2400M_DEBUG_LEVEL; 1
ARCH_USES_PG_UNCACHED; y; ARCH_USES_PG_UNCACHED; y
NODES_SHIFT; 10; ; 
SND_SOC_DIO2125; y; SND_SOC_DIO2125; y
SND_HDA_PREALLOC_SIZE; 64; SND_HDA_PREALLOC_SIZE; 64
MSP_FLASH_MAP_LIMIT; 0x02000000; ; 
SND_SOC_INTEL_HASWELL_MACH; y; SND_SOC_INTEL_HASWELL_MACH; y
FAT_DEFAULT_IOCHARSET; "iso8859-1"; ; 
NLS_DEFAULT; ""; NLS_DEFAULT; ""
MEDIA_TUNER_XC5000; y; MEDIA_TUNER_XC5000; y
IMA_MEASURE_PCR_IDX; 10; ; 
INSTRUCTION_DECODER; y; INSTRUCTION_DECODER; y
EFI_MAX_FAKE_MEM; 0; ; 
USBIP_VHCI_NR_HCS; 0; USBIP_VHCI_NR_HCS; 1
BLK_DEV_TC86C001; y; BLK_DEV_TC86C001; y
BLK_DEV_IDEDMA_PCI; y; BLK_DEV_IDEDMA_PCI; y
BLK_DEV_AMD74XX; y; BLK_DEV_AMD74XX; y
USB_NET_HUAWEI_CDC_NCM; y; USB_NET_HUAWEI_CDC_NCM; y
SND_SOC_TS3A227E; y; SND_SOC_TS3A227E; y
DVB_CX24110; y; DVB_CX24110; y
SERIAL_MCTRL_GPIO; y; SERIAL_MCTRL_GPIO; y
XZ_DEC_IA64; y; XZ_DEC_IA64; y
XZ_DEC_X86; y; XZ_DEC_X86; y
XZ_DEC_SPARC; y; XZ_DEC_SPARC; y
XZ_DEC_BCJ; y; XZ_DEC_BCJ; y
FW_LOADER; y; FW_LOADER; y
SND_SOC_WM8523; y; SND_SOC_WM8523; y
SND_SOC_UDA1380; y; SND_SOC_UDA1380; y
ARCH_CLOCKSOURCE_DATA; y; ARCH_CLOCKSOURCE_DATA; y
OF_ADDRESS_PCI; y; OF_ADDRESS_PCI; y
SND_SEQ_MIDI_EMUL; y; SND_SEQ_MIDI_EMUL; y
VIDEO_UDA1342; y; VIDEO_UDA1342; y
MEMORY_HOTPLUG_SPARSE; y; MEMORY_HOTPLUG_SPARSE; y
FB_GBE_MEM; 4; ; 
RTLBTCOEXIST; y; RTLBTCOEXIST; y
ARCH_SUPPORTS_DEFERRED_STRUCT_PAGE_INIT; y; ARCH_SUPPORTS_DEFERRED_STRUCT_PAGE_INIT; y
VIDEO_SAA7127; y; VIDEO_SAA7127; y
MMC_BLOCK; y; MMC_BLOCK; y
MMC_BLOCK_MINORS; 4; MMC_BLOCK_MINORS; 4
VIDEO_CX88_MPEG; y; VIDEO_CX88_MPEG; y
KERNELVERSION; "2.6.30-vamos"; ; 
GENERIC_TIME_VSYSCALL; y; GENERIC_TIME_VSYSCALL; y
SERIAL_SH_SCI_NR_UARTS; 0; SERIAL_SH_SCI_NR_UARTS; 0
VGASTATE; y; VGASTATE; y
FB_RADEON_BACKLIGHT; y; FB_RADEON_BACKLIGHT; y
CRYPTO_DEV_FSL_CAAM_RINGSIZE; 1; ; 
SERIAL_UARTLITE_CONSOLE; y; SERIAL_UARTLITE_CONSOLE; y
SERIAL_UARTLITE; y; SERIAL_UARTLITE; y
FB_MODE_HELPERS; y; FB_MODE_HELPERS; y
MTD_UBI_WL_THRESHOLD; 4096; MTD_UBI_WL_THRESHOLD; 4096
MEDIA_COMMON_OPTIONS; y; MEDIA_COMMON_OPTIONS; y
SND_SOC_CX20442; y; SND_SOC_CX20442; y
SGETMASK_SYSCALL; y; SGETMASK_SYSCALL; y
SQUASHFS_FRAGMENT_CACHE_SIZE; 3; SQUASHFS_FRAGMENT_CACHE_SIZE; 3
RTC_SYSTOHC_DEVICE; "rtc0"; ; 
TIMERFD; y; TIMERFD; y
SND_SAMSUNG_PCM; y; SND_SAMSUNG_PCM; y
PHYSICAL_ALIGN; 0x2000; PHYSICAL_ALIGN; 0x200000
MSNDPIN_IDE_IO0; 0x1; ; 
SND_SOC_AB8500_CODEC; y; SND_SOC_AB8500_CODEC; y
DE2104X_DSL; 1; DE2104X_DSL; 1
SRCARCH; "x86"; ; 
SND_SOC_WM8900; y; SND_SOC_WM8900; y
CDROM_PKTCDVD_BUFFERS; 8; ; 
HAVE_EXIT_THREAD; y; HAVE_EXIT_THREAD; y
PCI_DIRECT; y; PCI_DIRECT; y
CRYPTO_GF128MUL; y; CRYPTO_GF128MUL; y
MEDIA_TUNER_TDA18218; y; MEDIA_TUNER_TDA18218; y
USB_NET_QMI_WWAN; y; USB_NET_QMI_WWAN; y
CS5535_MFGPT_DEFAULT_IRQ; 1; CS5535_MFGPT_DEFAULT_IRQ; 7
SND_HDA_INPUT_BEEP_MODE; 0; ; 
SND_SOC_ALC5623; y; SND_SOC_ALC5623; y
CRYPTO_ARC4; y; CRYPTO_ARC4; y
HYPERV_KEYBOARD; y; HYPERV_KEYBOARD; y
SCSI_MPT2SAS; y; SCSI_MPT2SAS; y
AD_SIGMA_DELTA; y; AD_SIGMA_DELTA; y
HAVE_ARCH_TRACEHOOK; y; HAVE_ARCH_TRACEHOOK; y
DEBUG_KMEMLEAK_EARLY_LOG_SIZE; 0; ; 
DVB_LGDT3305; y; DVB_LGDT3305; y
HAVE_KRETPROBES; y; HAVE_KRETPROBES; y
USB_U_SERIAL; y; USB_U_SERIAL; y
INPUT_MOUSEDEV_SCREEN_X; 1024; ; 
DEFAULT_CFQ; y; DEFAULT_CFQ; y
KS0108_PORT; 0x1; KS0108_PORT; 0x1
DVB_NXT200X; y; DVB_NXT200X; y
GENERIC_HWEIGHT; y; GENERIC_HWEIGHT; y
HAVE_ACPI_APEI_NMI; y; HAVE_ACPI_APEI_NMI; y
ILLEGAL_POINTER_VALUE; 0x0; ILLEGAL_POINTER_VALUE; 0xdead000000000000
ARCH_HAS_SET_MEMORY; y; ARCH_HAS_SET_MEMORY; y
SECURITY_SELINUX_CHECKREQPROT_VALUE; 0; ; 
CMA_AREAS; 7; CMA_AREAS; 7
CRYPTO_NULL; y; CRYPTO_NULL; y
USB_VIDEO_CLASS; y; USB_VIDEO_CLASS; y
PINCTRL_DENVERTON; y; PINCTRL_DENVERTON; y
DVB_NXT6000; y; DVB_NXT6000; y
SND_SOC_WM5100; y; SND_SOC_WM5100; y
ARCH_HAS_SG_CHAIN; y; ARCH_HAS_SG_CHAIN; y
SND_SOC_WM1250_EV1; y; SND_SOC_WM1250_EV1; y
SND_SOC_ES8316; y; SND_SOC_ES8316; y
SND_SOC_WM0010; y; SND_SOC_WM0010; y
SND_SOC_CS42L42; y; SND_SOC_CS42L42; y
MTD_CFI_UTIL; y; MTD_CFI_UTIL; y
VIDEO_COBALT; y; VIDEO_COBALT; y
DVB_TUNER_CX24113; y; DVB_TUNER_CX24113; y
SND_SOC_ML26124; y; SND_SOC_ML26124; y
SND_SOC_WM8750; y; SND_SOC_WM8750; y
SND_SOC_CS42L56; y; SND_SOC_CS42L56; y
PMC_ATOM; y; PMC_ATOM; y
SND_SOC_DA7213; y; SND_SOC_DA7213; y
DVB_ATBM8830; y; DVB_ATBM8830; y
ARCH_RANDOM; y; ARCH_RANDOM; y
PINCONF; y; PINCONF; y
COMEDI_8254; y; COMEDI_8254; y
SND_SOC_NAU8825; y; SND_SOC_NAU8825; y
DVB_CXD2841ER; y; DVB_CXD2841ER; y
CRYPTO_CRCT10DIF; y; CRYPTO_CRCT10DIF; y
IIO_ADIS_LIB; y; IIO_ADIS_LIB; y
EDAC_SUPPORT; y; EDAC_SUPPORT; y
SND_SOC_MAX98926; y; SND_SOC_MAX98926; y
NET_SCH_FIFO; y; NET_SCH_FIFO; y
NF_NAT_NEEDED; y; NF_NAT_NEEDED; y
MEDIA_TUNER_MXL5007T; y; MEDIA_TUNER_MXL5007T; y
AIC79XX_RESET_DELAY_MS; 0; AIC79XX_RESET_DELAY_MS; 0
VIDEO_TVEEPROM; y; VIDEO_TVEEPROM; y
WEXT_SPY; y; WEXT_SPY; y
VGA_ARB_MAX_GPUS; 1; VGA_ARB_MAX_GPUS; 1
ARCH_HAS_STRICT_KERNEL_RWX; y; ARCH_HAS_STRICT_KERNEL_RWX; y
FB_SYS_FOPS; y; FB_SYS_FOPS; y
SND_SOC_MAX9850; y; SND_SOC_MAX9850; y
SND_SOC_CS42L52; y; SND_SOC_CS42L52; y
SCSI_MESH_RESET_DELAY_MS; 4000; ; 
SND_SOC_TEGRA_WM9712; y; SND_SOC_TEGRA_WM9712; y
FB_SYS_COPYAREA; y; FB_SYS_COPYAREA; y
DVB_DIB3000MB; y; DVB_DIB3000MB; y
PANEL_LCD_PIN_E; 17; ; 
HAVE_OPTPROBES; y; HAVE_OPTPROBES; y
MODULES_TREE_LOOKUP; y; MODULES_TREE_LOOKUP; y
MSNDPIN_MPU_IO; 0; ; 
HAVE_ARCH_TRANSPARENT_HUGEPAGE_PUD; y; HAVE_ARCH_TRANSPARENT_HUGEPAGE_PUD; y
DMA_ACPI; y; DMA_ACPI; y
HAVE_KERNEL_LZ4; y; HAVE_KERNEL_LZ4; y
