option,type
UIO,TRISTATE
CADENCE_TTC_TIMER,BOOL
IIO_TIGHTLOOP_TRIGGER,TRISTATE
BINFMT_EM86,TRISTATE
DEFAULT_CODEL,BOOL
BCH_CONST_T,INT
JOYSTICK_ZHENHUA,TRISTATE
GPIO_MPC5200,BOOL
DRM_OMAP_PANEL_TPO_TD043MTEA1,TRISTATE
USB_HCD_TEST_MODE,BOOL
NETFILTER_XT_MATCH_HL,TRISTATE
TULIP_DM910X,BOOL
QED,TRISTATE
GAMEPORT_NS558,TRISTATE
PINCTRL_ARMADA_39X,BOOL
USB_CONFIGFS_RNDIS,BOOL
MV_XOR,BOOL
ASM9260_TIMER,BOOL
IIO_SYSFS_TRIGGER,TRISTATE
MTK_EFUSE,TRISTATE
BINFMT_MISC,TRISTATE
DEFAULT_FQ_CODEL,BOOL
MTD_NAND_ECC_SMC,BOOL
JOYSTICK_DB9,TRISTATE
SPI_GPIO,TRISTATE
DRM_OMAP_PANEL_NEC_NL8048HL11,TRISTATE
FB_3DFX,TRISTATE
USB_PRINTER,TRISTATE
DE4X5,TRISTATE
QED_LL2,BOOL
GAMEPORT_L4,TRISTATE
PINCTRL_ARMADA_AP806,BOOL
USB_CONFIGFS_EEM,BOOL
MV_XOR_V2,BOOL
CLKSRC_NOMADIK_MTU,BOOL
DS1803,TRISTATE
ROCKCHIP_EFUSE,TRISTATE
NETFILTER_XT_MATCH_IPCOMP,TRISTATE
DEFAULT_SFQ,BOOL
MTD_NAND,TRISTATE
EEPROM_IDT_89HPESX,TRISTATE
JOYSTICK_GAMECON,TRISTATE
FB_3DFX_ACCEL,BOOL
USB_TMC,TRISTATE
IA32_AOUT,TRISTATE
WINBOND_840,TRISTATE
QED_ISCSI,BOOL
GAMEPORT_EMU10K1,TRISTATE
PINCTRL_ARMADA_CP110,BOOL
DRM_TILCDC_SLAVE_COMPAT,BOOL
USB_CONFIGFS_PHONET,BOOL
MX3_IPU_IRQS,INT
CLKSRC_NOMADIK_MTU_SCHED_CLOCK,BOOL
NETFILTER_XT_MATCH_IPRANGE,TRISTATE
DEFAULT_NET_SCH,STRING
MTD_NAND_ECC_BCH,BOOL
CB710_CORE,TRISTATE
JOYSTICK_TURBOGRAFX,TRISTATE
FB_3DFX_I2C,BOOL
USB_STORAGE,TRISTATE
MAX5481,TRISTATE
NVMEM_BCM_OCOTP,TRISTATE
X86_X32,BOOL
QEDF,TRISTATE
DM9102,TRISTATE
GAMEPORT_FM801,TRISTATE
PINCTRL_ARMADA_XP,BOOL
DRM_QXL,TRISTATE
USB_CONFIGFS_MASS_STORAGE,BOOL
CLKSRC_DBX500_PRCMU,BOOL
DLCI,TRISTATE
SENSORS_PCF8591,TRISTATE
VIDEO_DAVINCI_VPIF_DISPLAY,TRISTATE
FB,TRISTATE
SND_SOC_AU1XPSC,TRISTATE
SND_SOC_LPASS_PLATFORM,TRISTATE
CRYPTO_HW,BOOL
TRANSPARENT_HUGEPAGE_ALWAYS,BOOL
ULI526X,TRISTATE
SERIAL_ARC_NR_PORTS,INT
MFD_TPS65086,TRISTATE
REGULATOR_MC13783,TRISTATE
DVB_S5H1432,TRISTATE
SND_SEQ_DUMMY,TRISTATE
ROMFS_BACKED_BY_MTD,BOOL
SCHED_AUTOGROUP,BOOL
DLCI_MAX,INT
PMBUS,TRISTATE
VIDEO_ADV7343,TRISTATE
FB_BACKLIGHT,BOOL
SND_SOC_AU1XPSC_I2S,TRISTATE
SND_SOC_LPASS_IPQ806X,TRISTATE
CRYPTO_AEAD,TRISTATE
TRANSPARENT_HUGEPAGE_MADVISE,BOOL
PCMCIA_XIRCOM,TRISTATE
SERIAL_RP2,TRISTATE
I2C_TEGRA,TRISTATE
GPIO_TPS65218,TRISTATE
REGULATOR_MC13892,TRISTATE
DVB_DIB9000,TRISTATE
SND_SEQUENCER_OSS,TRISTATE
SYSFS_DEPRECATED,BOOL
PMAC_BACKLIGHT_LEGACY,BOOL
SDLA,TRISTATE
SENSORS_PMBUS,TRISTATE
VIDEO_THS7303,TRISTATE
SND_SOC_LPASS_APQ8016,TRISTATE
ROMFS_BACKED_BY_BOTH,BOOL
CRYPTO_XTS,TRISTATE
THP_SWAP,BOOL
NET_VENDOR_DLINK,BOOL
SERIAL_RP2_NR_UARTS,INT
I2C_TEGRA_BPMP,TRISTATE
GPIO_TPS6586X,BOOL
REGULATOR_MT6311,TRISTATE
DVB_AS102_FE,TRISTATE
SND_SEQ_MIDI_EVENT,TRISTATE
SND_SOC_AU1XPSC_AC97,TRISTATE
ADB_MACIO,BOOL
LAPBETHER,TRISTATE
SENSORS_ADM1275,TRISTATE
VIDEO_DAVINCI_VPIF_CAPTURE,TRISTATE
SND_SOC_STORM,TRISTATE
TYPEC_TCPM,TRISTATE
SYSFS,BOOL
ROMFS_ON_BLOCK,BOOL
TRANSPARENT_HUGE_PAGECACHE,BOOL
DL2K,TRISTATE
SERIAL_FSL_LPUART,TRISTATE
I2C_UNIPHIER,TRISTATE
MFD_TPS6586X,BOOL
REGULATOR_MT6323,TRISTATE
DVB_GP8PSK_FE,TRISTATE
SND_SEQ_HRTIMER_DEFAULT,BOOL
SND_SOC_AU1XAUDIO,TRISTATE
SYSFS_DEPRECATED_V2,BOOL
X25_ASY,TRISTATE
SENSORS_IBM_CFFPS,TRISTATE
VIDEO_DM6446_CCDC,TRISTATE
SND_SOC_APQ8016_SBC,TRISTATE
TYPEC_TCPCI,TRISTATE
ROMFS_ON_MTD,BOOL
SUNDANCE,TRISTATE
SERIAL_FSL_LPUART_CONSOLE,BOOL
I2C_UNIPHIER_F,TRISTATE
GPIO_TPS65910,BOOL
DVB_AU8522,TRISTATE
SND_SEQ_MIDI,TRISTATE
SND_SOC_AU1XAC97C,TRISTATE
RELAY,BOOL
NEED_PER_CPU_KM,BOOL
INPUT_ADBHID,BOOL
SBNI,TRISTATE
SENSORS_IR35221,TRISTATE
REGULATOR_MT6380,TRISTATE
VIDEO_DM355_CCDC,TRISTATE
SND_SOC_ROCKCHIP,TRISTATE
TYPEC_FUSB302,TRISTATE
ARCH_HAS_UACCESS_FLUSHCACHE,BOOL
SUNDANCE_MMIO,BOOL
SERIAL_CONEXANT_DIGICOLOR,TRISTATE
I2C_VERSATILE,TRISTATE
MFD_TPS65910,BOOL
DVB_LGS8GL5,TRISTATE
SND_SEQ_MIDI_EMUL,TRISTATE
SND_SOC_AU1XI2SC,TRISTATE
PSTORE_ZLIB_COMPRESS,BOOL
BLK_DEV_INITRD,BOOL
CLEANCACHE,BOOL
MAC_EMUMOUSEBTN,TRISTATE
SBNI_MULTILINE,BOOL
VIDEO_DM365_ISIF,TRISTATE
SND_SOC_ROCKCHIP_I2S,TRISTATE
DRM_VBOXVIDEO,TRISTATE
ANDROID_BINDER_IPC_32BIT,BOOL
AD7766,TRISTATE
NET_VENDOR_EMULEX,BOOL
SERIAL_CONEXANT_DIGICOLOR_CONSOLE,BOOL
I2C_WMT,TRISTATE
GPIO_TPS65912,TRISTATE
SENSORS_LM25066,TRISTATE
DVB_DUMMY_FE,TRISTATE
SND_SEQ_VIRMIDI,TRISTATE
SND_SOC_DB1000,TRISTATE
MTK_PMIC_WRAP,TRISTATE
PSTORE_LZO_COMPRESS,BOOL
FRONTSWAP,BOOL
THERM_WINDTUNNEL,TRISTATE
IEEE802154_DRIVERS,TRISTATE
VIDEO_DAVINCI_VPBE_DISPLAY,TRISTATE
SND_SOC_ROCKCHIP_PDM,TRISTATE
PI433,TRISTATE
BE2NET,TRISTATE
SERIAL_ST_ASC,TRISTATE
MFD_TPS65912,TRISTATE
REGULATOR_MT6397,TRISTATE
HAVE_FB_ATMEL,BOOL
SND_MPU401_UART,TRISTATE
SND_SOC_AC97_CODEC,TRISTATE
PSTORE_LZ4_COMPRESS,BOOL
ARCH_INLINE_READ_UNLOCK_IRQRESTORE,BOOL
MAC80211_DEBUGFS,BOOL
MTD_SM_COMMON,TRISTATE
JOYSTICK_AMIGA,TRISTATE
INFINIBAND_SRP,TRISTATE
BMC150_ACCEL_SPI,TRISTATE
DEBUG_PI_LIST,BOOL
VT,BOOL
PINCTRL_ORION,BOOL
ARCH_INLINE_WRITE_TRYLOCK,BOOL
MAC80211_MESSAGE_TRACING,BOOL
MTD_NAND_DENALI,TRISTATE
NET_VENDOR_SILAN,BOOL
JOYSTICK_AS5011,TRISTATE
INFINIBAND_SRPT,TRISTATE
DA280,TRISTATE
ARM_S5PV210_CPUFREQ,BOOL
CONSOLE_TRANSLATIONS,BOOL
PINCTRL_ARMADA_37XX,BOOL
ARCH_INLINE_WRITE_LOCK,BOOL
MAC80211_DEBUG_MENU,BOOL
MTD_NAND_DENALI_PCI,TRISTATE
SC92031,TRISTATE
JOYSTICK_JOYDUMP,TRISTATE
INFINIBAND_ISER,TRISTATE
DA311,TRISTATE
VT_CONSOLE,BOOL
PINCTRL_ABX500,BOOL
ARCH_INLINE_WRITE_LOCK_BH,BOOL
MAC80211_NOINLINE,BOOL
MTD_NAND_DENALI_DT,TRISTATE
NET_VENDOR_SIS,BOOL
JOYSTICK_XPAD,TRISTATE
INFINIBAND_ISERT,TRISTATE
DMARD06,TRISTATE
ARM_SCPI_CPUFREQ,TRISTATE
VT_CONSOLE_SLEEP,BOOL
PINCTRL_AB8500,BOOL
ARCH_INLINE_WRITE_LOCK_IRQ,BOOL
NET_CLS,BOOL
MAC80211_VERBOSE_DEBUG,BOOL
MTD_NAND_GPIO,TRISTATE
SIS900,TRISTATE
JOYSTICK_XPAD_FF,BOOL
INFINIBAND_OPA_VNIC,TRISTATE
DMARD09,TRISTATE
HW_CONSOLE,BOOL
PINCTRL_AB8540,BOOL
ARM_SCPI_PROTOCOL,TRISTATE
ARCH_INLINE_WRITE_LOCK_IRQSAVE,BOOL
NET_CLS_BASIC,TRISTATE
MAC80211_MLME_DEBUG,BOOL
MTD_NAND_AMS_DELTA,TRISTATE
SIS190,TRISTATE
JOYSTICK_XPAD_LEDS,BOOL
RDMA_RXE,TRISTATE
DMARD10,TRISTATE
DEBUG_SG,BOOL
VT_HW_CONSOLE_BINDING,BOOL
PINCTRL_AB9540,BOOL
COMMON_CLK_SCPI,TRISTATE
DMA_VIRT_OPS,BOOL
ARCH_INLINE_WRITE_UNLOCK,BOOL
NET_CLS_TCINDEX,TRISTATE
MAC80211_STA_DEBUG,BOOL
NET_VENDOR_SOLARFLARE,BOOL
JOYSTICK_WALKERA0701,TRISTATE
HID_SENSOR_ACCEL_3D,TRISTATE
ARM_SPEAR_CPUFREQ,BOOL
UNIX98_PTYS,BOOL
PINCTRL_AB8505,BOOL
ARCH_INLINE_WRITE_UNLOCK_BH,BOOL
MAC80211_HT_DEBUG,BOOL
MTD_NAND_OMAP2,TRISTATE
SFC,TRISTATE
JOYSTICK_MAPLE,TRISTATE
HID_SENSOR_IIO_TRIGGER,TRISTATE
CRYPTO_CRC32,TRISTATE
NET_CLS_ROUTE4,TRISTATE
LEGACY_PTYS,BOOL
PINCTRL_NOMADIK,BOOL
NETFILTER_XT_MATCH_IPVS,TRISTATE
IMGPDC_WDT,TRISTATE
MAX5487,TRISTATE
OF_RECONFIG_NOTIFIER_ERROR_INJECT,TRISTATE
COMPAT_FOR_U64_ALIGNMENT,BOOL
QED_FCOE,BOOL
DVB_USB_VP7045,TRISTATE
SND_OPL3_LIB,TRISTATE
CLPS711X_TIMER,BOOL
LZ4_COMPRESS,TRISTATE
LANTIQ_WDT,TRISTATE
DRM_BOCHS,TRISTATE
MCP4131,TRISTATE
NETDEV_NOTIFIER_ERROR_INJECT,TRISTATE
SYSVIPC_COMPAT,BOOL
IP_VS,TRISTATE
SCSI_LPFC,TRISTATE
DVB_USB_VP702X,TRISTATE
SND_OPL4_LIB,TRISTATE
ATLAS7_TIMER,BOOL
PSTORE_CONSOLE,BOOL
LOONGSON1_WDT,TRISTATE
DRM_VIRTIO_GPU,TRISTATE
FAILSLAB,BOOL
HAVE_ATOMIC_IOMAP,BOOL
NETFILTER_XT_MATCH_L2TP,TRISTATE
SCSI_LPFC_DEBUG_FS,BOOL
DVB_USB_GP8PSK,TRISTATE
SND_OPL3_LIB_SEQ,TRISTATE
MXS_TIMER,BOOL
MCP4531,TRISTATE
PSTORE_PMSG,BOOL
RALINK_WDT,TRISTATE
DRM_MSM,TRISTATE
FAIL_PAGE_ALLOC,BOOL
L2TP,TRISTATE
SCSI_SIM710,TRISTATE
DVB_USB_NOVA_T_USB2,TRISTATE
SND_OPL4_LIB_SEQ,TRISTATE
PRIMA2_TIMER,BOOL
TPL0102,TRISTATE
PSTORE_FTRACE,BOOL
NLATTR,BOOL
DRM_MSM_REGISTER_LOGGING,BOOL
FAIL_MAKE_REQUEST,BOOL
NETFILTER_XT_MATCH_LENGTH,TRISTATE
SCSI_SYM53C416,TRISTATE
DVB_USB_TTUSB2,TRISTATE
SND_VX_LIB,TRISTATE
U300_TIMER,BOOL
LMP91000,TRISTATE
PSTORE_RAM,TRISTATE
GENERIC_NET_UTILS,BOOL
MT7621_WDT,TRISTATE
DRM_MSM_HDMI_HDCP,BOOL
FAIL_IO_TIMEOUT,BOOL
WANT_COMPAT_NETLINK_MESSAGES,BOOL
NETFILTER_XT_MATCH_LIMIT,TRISTATE
SCSI_DC395x,TRISTATE
DVB_TDA10086,TRISTATE
SND_AC97_CODEC,TRISTATE
NSPIRE_TIMER,BOOL
REED_SOLOMON_ENC8,BOOL
ABP060MG,TRISTATE
FAIL_MMC_REQUEST,BOOL
COMPAT_NETLINK_MESSAGES,BOOL
NETFILTER_XT_MATCH_MAC,TRISTATE
SCSI_AM53C974,TRISTATE
DVB_LNBP21,TRISTATE
DRM_MSM_DSI,BOOL
SND_DRIVERS,BOOL
KEYSTONE_TIMER,BOOL
SYSV_FS,TRISTATE
PIC32_WDT,TRISTATE
FAULT_INJECTION_DEBUG_FS,BOOL
NETFILTER_XT_MATCH_MARK,TRISTATE
WEXT_CORE,BOOL
SCSI_NSP32,TRISTATE
DVB_TDA826X,TRISTATE
DRM_MSM_DSI_PLL,BOOL
SND_PCSP,TRISTATE
INTEGRATOR_AP_TIMER,BOOL
BMP280,TRISTATE
UFS_FS,TRISTATE
INITRAMFS_SOURCE,STRING
ARCH_INLINE_WRITE_UNLOCK_IRQ,BOOL
IEEE802154_FAKELB,TRISTATE
I2C_POWERMAC,TRISTATE
I2C_OCTEON,TRISTATE
FB_VOODOO1,TRISTATE
SND_SOC_ROCKCHIP_SPDIF,TRISTATE
INFINIBAND_HFI1,TRISTATE
IIO_ST_ACCEL_3AXIS,TRISTATE
HAVE_KVM_IRQFD,BOOL
ARM_STI_CPUFREQ,TRISTATE
SND_SOC_DB1200,TRISTATE
COMEDI_AMPLC_PCI230,TRISTATE
CRYPTO_ABLK_HELPER,TRISTATE
ARCH_INLINE_WRITE_UNLOCK_IRQRESTORE,BOOL
THERM_ADT746X,TRISTATE
IEEE802154_AT86RF230,TRISTATE
I2C_THUNDERX,TRISTATE
REGULATOR_PALMAS,TRISTATE
FB_VT8623,TRISTATE
SND_SOC_ROCKCHIP_MAX98090,TRISTATE
HFI1_DEBUG_SDMA_ORDER,BOOL
IIO_ST_SENSORS_CORE,TRISTATE
HAVE_KVM_IRQ_ROUTING,BOOL
SND_SOC_WM9712,TRISTATE
COMEDI_CONTEC_PCI_DIO,TRISTATE
CRYPTO_SIMD,TRISTATE
INITRAMFS_FORCE,BOOL
UNINLINE_SPIN_UNLOCK,BOOL
WINDFARM,TRISTATE
IEEE802154_AT86RF230_DEBUGFS,BOOL
I2C_XILINX,TRISTATE
FB_TRIDENT,TRISTATE
SND_SOC_ROCKCHIP_RT5645,TRISTATE
SDMA_VERBOSITY,BOOL
IIO_ST_ACCEL_I2C_3AXIS,TRISTATE
HAVE_KVM_EVENTFD,BOOL
ARM_TANGO_CPUFREQ,BOOL
REGULATOR_PBIAS,TRISTATE
SND_BCM2835_SOC_I2S,TRISTATE
COMEDI_DAS08_PCI,TRISTATE
CRYPTO_GLUE_HELPER_X86,TRISTATE
I2C_XLR,TRISTATE
FB_ARK,TRISTATE
SND_SOC_RK3288_HDMI_ANALOG,TRISTATE
INFINIBAND_QEDR,TRISTATE
IIO_ST_ACCEL_SPI_3AXIS,TRISTATE
DEBUG_SPINLOCK,BOOL
KVM_MMIO,BOOL
WINDFARM_PM81,TRISTATE
IEEE802154_MRF24J40,TRISTATE
REGULATOR_PCAP,TRISTATE
SND_SOC_CYGNUS,TRISTATE
COMEDI_DT3000,TRISTATE
CRYPTO_ENGINE,TRISTATE
INLINE_SPIN_TRYLOCK,BOOL
FB_PM3,TRISTATE
SND_SOC_RK3399_GRU_SOUND,TRISTATE
INFINIBAND_BNXT_RE,TRISTATE
IIO_ST_SENSORS_I2C,TRISTATE
KVM_ASYNC_PF,BOOL
ARM_TEGRA20_CPUFREQ,BOOL
WINDFARM_PM72,TRISTATE
IEEE802154_CC2520,TRISTATE
REGULATOR_PCF50633,TRISTATE
SND_BF5XX_I2S,TRISTATE
COMEDI_DYNA_PCI10XX,TRISTATE
CRYPTO_GHASH,TRISTATE
INITRAMFS_ROOT_UID,INT
INLINE_SPIN_TRYLOCK_BH,BOOL
FB_CARMINE,TRISTATE
SND_SOC_SAMSUNG,TRISTATE
EDAC_LEGACY_SYSFS,BOOL
IIO_ST_SENSORS_SPI,TRISTATE
KVM_ASYNC_PF_SYNC,BOOL
WINDFARM_RM31,TRISTATE
IEEE802154_ATUSB,TRISTATE
I2C_XLP9XX,TRISTATE
REGULATOR_PFUZE100,TRISTATE
SND_BF5XX_SOC_SPORT,TRISTATE
COMEDI_GSC_HPDI,TRISTATE
CRYPTO_CHACHA20POLY1305,TRISTATE
INLINE_SPIN_LOCK,BOOL
SND_S3C24XX_I2S,TRISTATE
EDAC_DEBUG,BOOL
KXSD9,TRISTATE
HAVE_KVM_MSI,BOOL
ARM_TEGRA124_CPUFREQ,TRISTATE
WINDFARM_PM91,TRISTATE
IEEE802154_ADF7242,TRISTATE
REGULATOR_PV88060,TRISTATE
FB_CARMINE_DRAM_EVAL,BOOL
SND_BF6XX_SOC_SPORT,TRISTATE
COMEDI_MF6X4,TRISTATE
CRYPTO_CHACHA20,TRISTATE
TRUSTED_KEYS,TRISTATE
SND_S3C_I2SV2_SOC,TRISTATE
EDAC_DECODE_MCE,TRISTATE
KXSD9_SPI,TRISTATE
HAVE_KVM_CPU_RELAX_INTERCEPT,BOOL
ARM_TEGRA186_CPUFREQ,TRISTATE
INITRAMFS_ROOT_GID,INT
IEEE802154_CA8210,TRISTATE
WINDFARM_PM112,TRISTATE
REGULATOR_PV88080,TRISTATE
CARMINE_DRAM_CUSTOM,BOOL
SND_BF5XX_SOC_SSM2602,TRISTATE
COMEDI_ICP_MULTI,TRISTATE
CRYPTO_POLY1305,TRISTATE
CMA_DEBUG,BOOL
CB710_DEBUG,BOOL
SENSORS_LTC2978,TRISTATE
VIDEO_OMAP2_VOUT_VRFB,BOOL
HAVE_CLK_PREPARE,BOOL
FAIL_FUTEX,BOOL
NET_INGRESS,BOOL
NETFILTER_XT_MATCH_MULTIPORT,TRISTATE
NET_CLS_FW,TRISTATE
HW_RANDOM,TRISTATE
GPIO_TPS68470,BOOL
USB_CONFIGFS_F_LB_SS,BOOL
ACER_WMI,TRISTATE
BMP280_I2C,TRISTATE
CMA_DEBUGFS,BOOL
CB710_DEBUG_ASSUMPTIONS,BOOL
SENSORS_LTC2978_REGULATOR,BOOL
VIDEO_OMAP2_VOUT,TRISTATE
NBPFAXI_DMA,TRISTATE
FAULT_INJECTION_STACKTRACE_FILTER,BOOL
NET_EGRESS,BOOL
NETFILTER_XT_MATCH_NFACCT,TRISTATE
NET_CLS_U32,TRISTATE
CARL9170,TRISTATE
MFD_TPS68470,BOOL
USB_CONFIGFS_F_FS,BOOL
ACERHDF,TRISTATE
BMP280_SPI,TRISTATE
CMA_AREAS,INT
SENSORS_LIS3_SPI,TRISTATE
SENSORS_LTC3815,TRISTATE
FB_OMAP2,TRISTATE
PCH_DMA,TRISTATE
LATENCYTOP,BOOL
PACKET,TRISTATE
NETFILTER_XT_MATCH_OSF,TRISTATE
CARL9170_LEDS,BOOL
GPIO_TWL4030,TRISTATE
USB_CONFIGFS_F_UAC1,BOOL
ALIENWARE_WMI,TRISTATE
IIO_CROS_EC_BARO,TRISTATE
CLS_U32_PERF,BOOL
SENSORS_LIS3_I2C,TRISTATE
SENSORS_MAX16064,TRISTATE
OMAP2_VRFB,BOOL
PXA_DMA,BOOL
NOP_TRACER,BOOL
CRYPTO_RNG,TRISTATE
PACKET_DIAG,TRISTATE
NETFILTER_XT_MATCH_OWNER,TRISTATE
CARL9170_DEBUGFS,BOOL
GPIO_TWL6040,TRISTATE
USB_CONFIGFS_F_UAC1_LEGACY,BOOL
ASUS_LAPTOP,TRISTATE
HID_SENSOR_PRESS,TRISTATE
MEM_SOFT_DIRTY,BOOL
ALTERA_STAPL,TRISTATE
SENSORS_MAX20751,TRISTATE
VIDEO_BLACKFIN_CAPTURE,TRISTATE
STE_DMA40,BOOL
HAVE_FTRACE_NMI_ENTER,BOOL
UNIX,TRISTATE
NETFILTER_XT_MATCH_POLICY,TRISTATE
CLS_U32_MARK,BOOL
CARL9170_WPC,BOOL
GPIO_UCB1400,TRISTATE
USB_CONFIGFS_F_UAC2,BOOL
DELL_SMBIOS,TRISTATE
HP03,TRISTATE
ZSWAP,BOOL
INTEL_MEI_ME,TRISTATE
SENSORS_MAX34440,TRISTATE
VIDEO_BLACKFIN_PPI,TRISTATE
ST_FDMA,TRISTATE
TRACER_MAX_TRACE,BOOL
UNIX_DIAG,TRISTATE
NET_CLS_RSVP,TRISTATE
CARL9170_HWRNG,BOOL
GPIO_WHISKEY_COVE,TRISTATE
USB_CONFIGFS_F_MIDI,BOOL
MPL115,TRISTATE
DCDBAS,TRISTATE
NETFILTER_XT_MATCH_PHYSDEV,TRISTATE
INTEL_MEI_TXE,TRISTATE
SENSORS_MAX8688,TRISTATE
REMOTEPROC,TRISTATE
FTRACE_NMI_ENTER,BOOL
CRYPTO_LZO,TRISTATE
TLS,TRISTATE
NET_CLS_RSVP6,TRISTATE
ATH6KL,TRISTATE
GPIO_WM831X,TRISTATE
VIDEO_SH_VOU,TRISTATE
USB_CONFIGFS_F_HID,BOOL
DELL_LAPTOP,TRISTATE
MPL115_I2C,TRISTATE
ZPOOL,TRISTATE
NETFILTER_XT_MATCH_PKTTYPE,TRISTATE
INTEL_MIC_BUS,TRISTATE
SENSORS_TPS40422,TRISTATE
ST_SLIM_REMOTEPROC,TRISTATE
CONTEXT_SWITCH_TRACER,BOOL
INET,BOOL
NET_CLS_FLOW,TRISTATE
ATH6KL_SDIO,TRISTATE
GPIO_WM8350,TRISTATE
VIDEO_VIU,TRISTATE
USB_CONFIGFS_F_UVC,BOOL
DELL_WMI,TRISTATE
MPL115_SPI,TRISTATE
ARCH_WANTS_DYNAMIC_TASK_STRUCT,BOOL
INLINE_SPIN_LOCK_BH,BOOL
MAC80211_OCB_DEBUG,BOOL
MTD_NAND_OMAP_BCH,BOOL
SFC_MTD,BOOL
USB_STORAGE_DEBUG,BOOL
NVMEM_SUNXI_SID,TRISTATE
RD_GZIP,BOOL
SERIAL_ST_ASC_CONSOLE,BOOL
I2C_RCAR,TRISTATE
PINCTRL_STN8815,BOOL
DVB_TDA10023,TRISTATE
SND_DUMMY,TRISTATE
TEGRA_BPMP,BOOL
UFS_FS_WRITE,BOOL
INLINE_SPIN_LOCK_IRQ,BOOL
ARCH_WANTS_THP_SWAP,BOOL
MAC80211_IBSS_DEBUG,BOOL
MTD_NAND_OMAP_BCH_BUILD,TRISTATE
SFC_MCDI_MON,BOOL
USB_STORAGE_REALTEK,TRISTATE
NVMEM_VF610_OCOTP,TRISTATE
ARM_TI_CPUFREQ,BOOL
SERIAL_MEN_Z135,TRISTATE
I2C_DIOLAN_U2C,TRISTATE
PINCTRL_DB8500,BOOL
DVB_USB_DTT200U,TRISTATE
SND_ALOOP,TRISTATE
UFS_DEBUG,BOOL
BUILDTIME_EXTABLE_SORT,BOOL
INLINE_SPIN_LOCK_IRQSAVE,BOOL
MAC80211_PS_DEBUG,BOOL
MTD_NAND_RICOH,TRISTATE
SFC_SRIOV,BOOL
REALTEK_AUTOPM,BOOL
MESON_EFUSE,TRISTATE
DECOMPRESS_GZIP,TRISTATE
ARM_PXA2xx_CPUFREQ,TRISTATE
SERIAL_SPRD,TRISTATE
I2C_DLN2,TRISTATE
PINCTRL_DB8540,BOOL
DVB_USB_OPERA1,TRISTATE
SND_VIRMIDI,TRISTATE
EXOFS_FS,TRISTATE
RD_BZIP2,BOOL
INLINE_SPIN_UNLOCK_BH,BOOL
MAC80211_MPL_DEBUG,BOOL
MTD_NAND_AU1550,TRISTATE
SFC_MCDI_LOGGING,BOOL
CLKEVT_I8253,BOOL
PINCTRL_PXA,BOOL
MFD_DLN2,TRISTATE
DVB_STV0299,TRISTATE
SND_MTPAV,TRISTATE
USB_STORAGE_DATAFAB,TRISTATE
MESON_SM,BOOL
EXOFS_DEBUG,BOOL
CLOCKSOURCE_VALIDATE_LAST_CYCLE,BOOL
INLINE_SPIN_UNLOCK_IRQ,BOOL
MAC80211_MPATH_DEBUG,BOOL
MTD_NAND_BF5XX,TRISTATE
SFC_FALCON,TRISTATE
DECOMPRESS_BZIP2,TRISTATE
I2C_PARPORT,TRISTATE
PINCTRL_PXA25X,TRISTATE
DVB_USB_AF9005,TRISTATE
SND_MTS64,TRISTATE
USB_STORAGE_FREECOM,TRISTATE
STM,TRISTATE
ORE,TRISTATE
CRYPTO_DH,TRISTATE
RD_LZMA,BOOL
CLOCKSOURCE_WATCHDOG,BOOL
INLINE_SPIN_UNLOCK_IRQRESTORE,BOOL
MAC80211_MHWMP_DEBUG,BOOL
SERIAL_SPRD_CONSOLE,BOOL
SQUASHFS_ZSTD,BOOL
ACPI_CPPC_CPUFREQ,TRISTATE
SFC_FALCON_MTD,BOOL
PINCTRL_PXA27X,TRISTATE
DVB_USB_AF9005_REMOTE,TRISTATE
SND_SERIAL_U16550,TRISTATE
USB_STORAGE_ISD200,TRISTATE
INLINE_READ_TRYLOCK,BOOL
MAC80211_MESH_SYNC_DEBUG,BOOL
MTD_NAND_BF5XX_HWECC,BOOL
SERIAL_STM32,TRISTATE
I2C_PARPORT_LIGHT,TRISTATE
STM_DUMMY,TRISTATE
DCACHE_WORD_ACCESS,BOOL
DECOMPRESS_LZMA,TRISTATE
NET_VENDOR_SGI,BOOL
PINCTRL_MSM,BOOL
DVB_USB_PCTV452E,TRISTATE
SND_MPU401,TRISTATE
USB_STORAGE_USBAT,TRISTATE
NETWORK_FILESYSTEMS,BOOL
RD_XZ,BOOL
INLINE_READ_LOCK,BOOL
MAC80211_MESH_CSA_DEBUG,BOOL
MTD_NAND_BF5XX_BOOTROM_ECC,BOOL
SERIAL_STM32_CONSOLE,BOOL
I2C_ROBOTFUZZ_OSIF,TRISTATE
EDAC_ATOMIC_SCRUB,BOOL
STM_SOURCE_CONSOLE,TRISTATE
CPU_FREQ_CBE,TRISTATE
PINCTRL_APQ8064,TRISTATE
DVB_LNBP22,TRISTATE
SND_PORTMAN2X4,TRISTATE
USB_STORAGE_SDDR09,TRISTATE
NFS_FS,TRISTATE
JOYSTICK_PSXPAD_SPI,TRISTATE
PIC32_DMT,TRISTATE
KXSD9_I2C,TRISTATE
SCSI_WD719X,TRISTATE
WINDFARM_PM121,TRISTATE
BE2NET_HWMON,BOOL
IEEE802154_CA8210_DEBUGFS,BOOL
LEGACY_PTY_COUNT,INT
MFD_WM8350,BOOL
COMEDI_DAQBOARD2000,TRISTATE
CRYPTO_SEQIV,TRISTATE
JOYSTICK_PSXPAD_SPI_FF,BOOL
GEF_WDT,TRISTATE
