option,type
PKCS7_TEST_KEY,TRISTATE
CPUSETS,BOOL
SERIO_PCIPS2,TRISTATE
PINCTRL_MERRIFIELD,TRISTATE
WDT_MTX1,TRISTATE
SND_SUPPORT_OLD_API,BOOL
ND_BTT,TRISTATE
COMPAT_BINFMT_ELF,BOOL
NET_SCH_TEQL,TRISTATE
DM9000,TRISTATE
DVB_TUNER_DIB0090,TRISTATE
OMAP2_DSS_SLEEP_AFTER_VENC_RESET,BOOL
INFINIBAND_NES,TRISTATE
COMEDI_ADDI_APCI_3501,TRISTATE
BUG_ON_DATA_CORRUPTION,BOOL
PROC_PID_CPUSET,BOOL
SERIO_MACEPS2,TRISTATE
PINCTRL_INTEL,TRISTATE
SND_PROC_FS,BOOL
BTT,BOOL
MODULE_SIG_KEY,STRING
USB_CHAOSKEY,TRISTATE
NETFILTER_XT_MATCH_ADDRTYPE,TRISTATE
SCSI_IPR,TRISTATE
ATH9K_DEBUGFS,BOOL
SND_ATMEL_SOC,TRISTATE
SND_SOC_TTC_DKB,TRISTATE
CRYPTO_DRBG_MENU,TRISTATE
HDLC_PPP,TRISTATE
JOYSTICK_COBRA,TRISTATE
SERIO_RAW,TRISTATE
GPIO_CRYSTAL_COVE,TRISTATE
SENSORS_LM90,TRISTATE
USB_F_EEM,TRISTATE
HSEM_U8500,TRISTATE
NETFILTER_XT_MATCH_BPF,TRISTATE
ATH9K_DFS_CERTIFIED,BOOL
SND_ATMEL_SOC_PDC,TRISTATE
IIO_BUFFER_DMA,TRISTATE
CRYPTO_AKCIPHER2,TRISTATE
SERIO_XILINX_XPS_PS2,TRISTATE
JOYSTICK_GF2K,TRISTATE
HDLC_X25,TRISTATE
MTD_BLOCK2MTD,TRISTATE
SCSI_IPR_TRACE,BOOL
GPIO_DA9052,TRISTATE
SENSORS_LM92,TRISTATE
USB_F_SUBSET,TRISTATE
TIMER_OF,BOOL
ATH9K_BTCOEX_SUPPORT,BOOL
ARCH_ENABLE_SPLIT_PMD_PTLOCK,BOOL
NETFILTER_XT_MATCH_CGROUP,TRISTATE
SND_ATMEL_SOC_SSC_PDC,TRISTATE
SND_SOC_88PM860X,TRISTATE
IIO_BUFFER_DMAENGINE,TRISTATE
CRYPTO_AKCIPHER,TRISTATE
SERIO_ALTERA_PS2,TRISTATE
JOYSTICK_GRIP,TRISTATE
MTD_POWERNV_FLASH,TRISTATE
SCSI_IPR_DUMP,BOOL
PCI200SYN,TRISTATE
SENSORS_LM93,TRISTATE
USB_F_RNDIS,TRISTATE
TIMER_PROBE,BOOL
PWM_SUN4I,TRISTATE
MEMORY_BALLOON,BOOL
ATH9K,TRISTATE
GPIO_DA9055,TRISTATE
SND_ATMEL_SOC_SSC,TRISTATE
SND_SOC_ZYLONITE,TRISTATE
IIO_CONFIGFS,TRISTATE
CRYPTO_KPP2,TRISTATE
SERIO_AMS_DELTA,TRISTATE
WANXL,TRISTATE
CGROUP_NET_CLASSID,BOOL
MTD_DOCG3,TRISTATE
SCSI_ZALON,TRISTATE
USB_F_MASS_STORAGE,TRISTATE
TIMER_ACPI,BOOL
BALLOON_COMPACTION,BOOL
ATH9K_HTC,TRISTATE
JOYSTICK_GRIP_MP,TRISTATE
GPIO_DLN2,TRISTATE
SENSORS_LM95234,TRISTATE
SND_ATMEL_SOC_DMA,TRISTATE
SND_SOC_WM9713,TRISTATE
IIO_CONSUMERS_PER_TRIGGER,INT
CRYPTO_KPP,TRISTATE
SERIO_PS2MULT,TRISTATE
NETFILTER_XT_MATCH_CLUSTER,TRISTATE
SCSI_NCR_Q720,TRISTATE
WANXL_BUILD_FIRMWARE,BOOL
USB_F_FS,TRISTATE
CLKBLD_I8253,BOOL
BCH,TRISTATE
JOYSTICK_GUILLEMOT,TRISTATE
ARCH_ENABLE_HUGEPAGE_MIGRATION,BOOL
ATH9K_PCI,BOOL
HTC_EGPIO,BOOL
SND_ATMEL_SOC_SSC_DMA,TRISTATE
SND_SOC_RAUMFELD,TRISTATE
CRYPTO_ACOMP2,TRISTATE
SERIO_ARC_PS2,TRISTATE
NETFILTER_XT_MATCH_COMMENT,TRISTATE
SCSI_NCR53C8XX_DEFAULT_TAGS,INT
PC300TOO,TRISTATE
SENSORS_LM95241,TRISTATE
USB_F_UAC1,TRISTATE
BCM2835_TIMER,BOOL
IIO_SW_DEVICE,TRISTATE
BCH_CONST_PARAMS,BOOL
ARCH_ENABLE_THP_MIGRATION,BOOL
ATH9K_AHB,BOOL
JOYSTICK_INTERACT,TRISTATE
GPIO_JANZ_TTL,TRISTATE
SND_AT91_SOC_SAM9G20_WM8731,TRISTATE
CRYPTO_ACOMP,TRISTATE
SERIO_APBPS2,TRISTATE
N2,TRISTATE
NETFILTER_XT_MATCH_CONNBYTES,TRISTATE
MTD_NAND_BCH,TRISTATE
SCSI_NCR53C8XX_MAX_TAGS,INT
USB_F_UAC1_LEGACY,TRISTATE
BCM_KONA_TIMER,BOOL
IIO_SW_TRIGGER,TRISTATE
PHYS_ADDR_T_64BIT,BOOL
ATH9K_STATION_STATISTICS,BOOL
GPIO_KEMPLD,TRISTATE
SENSORS_LM95245,TRISTATE
SND_SOC_I2C_AND_SPI,TRISTATE
MPILIB,TRISTATE
JOYSTICK_SIDEWINDER,TRISTATE
SERIO_OLPC_APSP,TRISTATE
C101,TRISTATE
NETFILTER_XT_MATCH_CONNLABEL,TRISTATE
MTD_ST_SPI_FSM,TRISTATE
SCSI_NCR53C8XX_SYNC,INT
USB_F_UAC2,TRISTATE
DIGICOLOR_TIMER,BOOL
IIO_TRIGGERED_EVENT,TRISTATE
ARM_S3C24XX_CPUFREQ_DEBUG,BOOL
MQ_IOSCHED_DEADLINE,TRISTATE
ARCH_BINFMT_ELF_STATE,BOOL
NET_SCH_TBF,TRISTATE
8139TOO_8129,BOOL
REGULATOR_LTC3589,TRISTATE
SOC_CAMERA_MT9M111,TRISTATE
MEDIA_TUNER_MT2266,TRISTATE
IIO_ST_MAGN_I2C_3AXIS,TRISTATE
SQUASHFS_XZ,BOOL
CGROUP_DEVICE,BOOL
LIB80211_CRYPT_CCMP,TRISTATE
PCH_PHUB,TRISTATE
I2C_RIIC,TRISTATE
USB_FHCI_HCD,TRISTATE
IMX_SDMA,TRISTATE
ND_PFN,TRISTATE
MQ_IOSCHED_KYBER,TRISTATE
ARM_S3C24XX_CPUFREQ_IODEBUG,BOOL
BINFMT_ELF_FDPIC,BOOL
NET_SCH_GRED,TRISTATE
8139_OLD_RX_RESET,BOOL
REGULATOR_LTC3676,TRISTATE
SOC_CAMERA_MT9T031,TRISTATE
MEDIA_TUNER_XC4000,TRISTATE
BCM_VIDEOCORE,TRISTATE
IIO_ST_MAGN_SPI_3AXIS,TRISTATE
CGROUP_CPUACCT,BOOL
LIB80211_CRYPT_TKIP,TRISTATE
USB_SWITCH_FSA9480,TRISTATE
I2C_RK3X,TRISTATE
INTEL_IDMA64,TRISTATE
NVDIMM_PFN,BOOL
FSI,TRISTATE
IOSCHED_BFQ,TRISTATE
ARM_S3C24XX_CPUFREQ_DEBUGFS,BOOL
NET_SCH_DSMARK,TRISTATE
R8169,TRISTATE
REGULATOR_MAX14577,TRISTATE
DVB_USB_UMT_010,TRISTATE
SENSORS_HMC5843,TRISTATE
RASPBERRYPI_FIRMWARE,TRISTATE
SQUASHFS_4K_DEVBLK_SIZE,BOOL
CGROUP_PERF,BOOL
LIB80211_DEBUG,BOOL
LATTICE_ECP3_CONFIG,TRISTATE
SOC_CAMERA_MT9T112,TRISTATE
INTEL_IOATDMA,TRISTATE
ND_BLK,TRISTATE
DEBUG_NOTIFIERS,BOOL
BFQ_GROUP_IOSCHED,BOOL
ARM_S3C2410_CPUFREQ,BOOL
NET_SCH_NETEM,TRISTATE
NET_VENDOR_RENESAS,BOOL
HAVE_S3C2410_I2C,BOOL
REGULATOR_MAX1586,TRISTATE
DVB_MT352,TRISTATE
BCM2835_VCHIQ,TRISTATE
SENSORS_HMC5843_I2C,TRISTATE
SQUASHFS_EMBEDDED,BOOL
CGROUP_BPF,BOOL
MAC80211,TRISTATE
SRAM,BOOL
SOC_CAMERA_MT9V022,TRISTATE
INTEL_IOP_ADMA,TRISTATE
QE_USB,BOOL
ND_CLAIM,BOOL
DEBUG_CREDENTIALS,BOOL
PREEMPT_NOTIFIERS,BOOL
CORE_DUMP_DEFAULT_ELF_HEADERS,BOOL
NET_SCH_DRR,TRISTATE
SH_ETH,TRISTATE
I2C_S3C2410,TRISTATE
DVB_USB_CXUSB,TRISTATE
BCM2835_VCHIQ_SUPPORT_MEMDUMP,BOOL
SENSORS_HMC5843_SPI,TRISTATE
SQUASHFS_FRAGMENT_CACHE_SIZE,INT
BPF_SYSCALL,BOOL
SRAM_EXEC,BOOL
REGULATOR_MAX77620,TRISTATE
SOC_CAMERA_OV5642,TRISTATE
FHCI_DEBUG,BOOL
INTEL_MIC_X100_DMA,TRISTATE
NVDIMM_DAX,BOOL
PROVE_RCU,BOOL
CRYPTO_ARC4,TRISTATE
PADATA,BOOL
BINFMT_SCRIPT,TRISTATE
NET_SCH_MQPRIO,TRISTATE
RAVB,TRISTATE
I2C_SH7760,TRISTATE
DVB_CX22702,TRISTATE
SND_BCM2835,TRISTATE
IIO_MUX,TRISTATE
VXFS_FS,TRISTATE
SOCK_CGROUP_DATA,BOOL
MAC80211_HAS_RC,BOOL
VEXPRESS_SYSCFG,BOOL
REGULATOR_MAX8649,TRISTATE
SOC_CAMERA_OV772X,TRISTATE
USB_U132_HCD,TRISTATE
K3_DMA,TRISTATE
DEV_DAX,TRISTATE
RCU_PERF_TEST,TRISTATE
ARM_S3C2412_CPUFREQ,BOOL
ARCH_INLINE_SPIN_TRYLOCK,BOOL
BINFMT_FLAT,BOOL
NET_SCH_CHOKE,TRISTATE
DVB_ATBM8830,TRISTATE
VIDEO_BCM2835,TRISTATE
HID_SENSOR_INCLINOMETER_3D,TRISTATE
MINIX_FS,TRISTATE
CGROUP_DEBUG,BOOL
MAC80211_RC_MINSTREL,BOOL
ASPEED_LPC_CTRL,TRISTATE
NET_VENDOR_RDC,BOOL
REGULATOR_MAX8660,TRISTATE
SOC_CAMERA_OV9640,TRISTATE
USB_FTDI_ELAN,TRISTATE
DEV_DAX_PMEM,TRISTATE
RCU_TORTURE_TEST,TRISTATE
ARCH_INLINE_SPIN_TRYLOCK_BH,BOOL
BINFMT_ZFLAT,BOOL
NET_SCH_QFQ,TRISTATE
I2C_SH_MOBILE,TRISTATE
DVB_LGS8GXX,TRISTATE
CRYPTO_DEV_CCREE,TRISTATE
HID_SENSOR_DEVICE_ROTATION,TRISTATE
MINIX_FS_NATIVE_ENDIAN,BOOL
MAC80211_RC_MINSTREL_HT,BOOL
ASPEED_LPC_SNOOP,TRISTATE
R6040,TRISTATE
REGULATOR_MAX8907,TRISTATE
SOC_CAMERA_OV9740,TRISTATE
USB_SL811_HCD,TRISTATE
LPC18XX_DMAMUX,BOOL
NVMEM_IMX_IIM,TRISTATE
DEBUG_KERNEL,BOOL
RCU_CPU_STALL_TIMEOUT,INT
BOUNCE,BOOL
DM9000_FORCE_SIMPLE_PHY_POLL,BOOL
SND_SOC_AK4104,TRISTATE
SERIAL_XILINX_PS_UART,TRISTATE
PNX833X_WDT,TRISTATE
FB_ATY_GX,BOOL
USB_F_UVC,TRISTATE
JOYSTICK_TMDC,TRISTATE
NEED_BOUNCE_POOL,BOOL
DNET,TRISTATE
SND_PXA2XX_SOC_HX4700,TRISTATE
GREYBUS_SDIO,TRISTATE
SERIAL_XILINX_PS_UART_CONSOLE,BOOL
FB_S3,TRISTATE
USB_F_MIDI,TRISTATE
NET_VENDOR_DEC,BOOL
SND_SOC_AK4641,TRISTATE
USB_OHCI_HCD,TRISTATE
JOYSTICK_IFORCE,TRISTATE
SERIAL_AR933X,TRISTATE
SIBYTE_WDOG,TRISTATE
FB_S3_DDC,BOOL
USB_F_HID,TRISTATE
GREYBUS_SPI,TRISTATE
NR_QUICK,INT
NET_TULIP,BOOL
SND_PXA2XX_SOC_MAGICIAN,TRISTATE
JOYSTICK_IFORCE_USB,BOOL
FB_SAVAGE,TRISTATE
USB_F_PRINTER,TRISTATE
DE2104X,TRISTATE
GREYBUS_UART,TRISTATE
JOYSTICK_IFORCE_232,BOOL
SERIAL_AR933X_CONSOLE,BOOL
AR7_WDT,TRISTATE
FB_SAVAGE_I2C,BOOL
USB_F_TCM,TRISTATE
MMU_NOTIFIER,BOOL
DE2104X_DSL,INT
SND_SOC_UDA1380,TRISTATE
JOYSTICK_WARRIOR,TRISTATE
SERIAL_AR933X_NR_UARTS,INT
TXX9_WDT,TRISTATE
FB_SAVAGE_ACCEL,BOOL
USB_CONFIGFS,TRISTATE
GREYBUS_USB,TRISTATE
KSM,BOOL
SND_PXA2XX_SOC_MIOA701,TRISTATE
JOYSTICK_MAGELLAN,TRISTATE
SERIAL_EFM32_UART,TRISTATE
FB_SIS_300,BOOL
USB_CONFIGFS_SERIAL,BOOL
DEFAULT_MMAP_MIN_ADDR,INT
TULIP,TRISTATE
GREYBUS_ARCHE,TRISTATE
OCTEON_WDT,TRISTATE
FB_SIS_315,BOOL
USB_CONFIGFS_ACM,BOOL
ARCH_INLINE_SPIN_LOCK,BOOL
I2C_SIMTEC,TRISTATE
GPIO_LP3943,TRISTATE
DVB_ASCOT2E,TRISTATE
SND_SOC_WM8731,TRISTATE
INFINIBAND_NES_DEBUG,BOOL
COMEDI_ADDI_APCI_3XXX,TRISTATE
MINIX_FS_BIG_ENDIAN_16BIT_INDEXED,BOOL
CRYPTO_MANAGER2,TRISTATE
NETFILTER_XT_MATCH_CONNLIMIT,TRISTATE
PINCTRL_BROXTON,TRISTATE
SOC_CAMERA_RJ54N1,TRISTATE
SND_VERBOSE_PROCFS,BOOL
SND_SOC_TLV320AIC23,TRISTATE
DW_APB_TIMER_OF,BOOL
ADXL345,TRISTATE
ARCH_INLINE_SPIN_LOCK_BH,BOOL
I2C_SIRF,TRISTATE
MFD_LP3943,TRISTATE
DVB_HELENE,TRISTATE
SND_ATMEL_SOC_WM8904,TRISTATE
INFINIBAND_OCRDMA,TRISTATE
COMEDI_ADL_PCI6208,TRISTATE
OMFS_FS,TRISTATE
CRYPTO_USER,TRISTATE
NETFILTER_XT_MATCH_CONNMARK,TRISTATE
PINCTRL_CANNONLAKE,TRISTATE
SOC_CAMERA_TW9910,TRISTATE
SND_VERBOSE_PRINTK,BOOL
SND_SOC_WM8804,TRISTATE
FTTMR010_TIMER,BOOL
ADXL345_I2C,TRISTATE
ARCH_INLINE_SPIN_LOCK_IRQ,BOOL
I2C_SPRD,BOOL
GPIO_LP873X,TRISTATE
V4L_PLATFORM_DRIVERS,BOOL
SND_SOC_WM8904,TRISTATE
INFINIBAND_VMWARE_PVRDMA,TRISTATE
COMEDI_ADL_PCI7X3X,TRISTATE
HPFS_FS,TRISTATE
CRYPTO_GF128MUL,TRISTATE
NETFILTER_XT_MATCH_CONNTRACK,TRISTATE
PINCTRL_DENVERTON,TRISTATE
VIDEO_GS1662,TRISTATE
SND_SOC_ZX_AUD96P22,TRISTATE
ROCKCHIP_TIMER,BOOL
ADXL345_SPI,TRISTATE
ARCH_INLINE_SPIN_LOCK_IRQSAVE,BOOL
MFD_TI_LP873X,TRISTATE
VIDEO_CAFE_CCIC,TRISTATE
SND_DEBUG,BOOL
SND_AT91_SOC_SAM9X5_WM8731,TRISTATE
INFINIBAND_USNIC,TRISTATE
COMEDI_ADL_PCI8164,TRISTATE
QNX4FS_FS,TRISTATE
CRYPTO_NULL,TRISTATE
NETFILTER_XT_MATCH_CPU,TRISTATE
I2C_ST,TRISTATE
PINCTRL_GEMINILAKE,TRISTATE
MEDIA_TUNER,TRISTATE
SND_SIMPLE_SCU_CARD,TRISTATE
ARMADA_370_XP_TIMER,BOOL
BMA180,TRISTATE
ARCH_INLINE_SPIN_UNLOCK,BOOL
GPIO_LP87565,TRISTATE
VIDEO_OV7670,TRISTATE
SND_ATMEL_SOC_CLASSD,TRISTATE
INFINIBAND_HNS,TRISTATE
COMEDI_ADL_PCI9111,TRISTATE
QNX6FS_FS,TRISTATE
CRYPTO_PCRYPT,TRISTATE
NETFILTER_XT_MATCH_DCCP,TRISTATE
I2C_STM32F4,TRISTATE
PINCTRL_LEWISBURG,TRISTATE
MEDIA_TUNER_MT20XX,TRISTATE
SND_DEBUG_VERBOSE,BOOL
SND_AUDIO_GRAPH_CARD,TRISTATE
MESON6_TIMER,BOOL
BMA220,TRISTATE
ARCH_INLINE_SPIN_UNLOCK_BH,BOOL
MFD_TI_LP87565,TRISTATE
VIDEO_MMP_CAMERA,TRISTATE
SND_ATMEL_SOC_PDMIC,TRISTATE
INFINIBAND_IPOIB_CM,BOOL
COMEDI_ADL_PCI9118,TRISTATE
QNX6FS_DEBUG,BOOL
CRYPTO_CRYPTD,TRISTATE
IP_DCCP,TRISTATE
I2C_STM32F7,TRISTATE
PINCTRL_SUNRISEPOINT,TRISTATE
MEDIA_TUNER_TEA5761,TRISTATE
SND_PCM_XRUN_DEBUG,BOOL
SND_AUDIO_GRAPH_SCU_CARD,TRISTATE
ORION_TIMER,BOOL
ARCH_INLINE_SPIN_UNLOCK_IRQ,BOOL
GPIO_MAX77620,TRISTATE
VIDEO_VIA_CAMERA,TRISTATE
SND_ATMEL_SOC_TSE850_PCM5142,TRISTATE
INFINIBAND_IPOIB_DEBUG,BOOL
COMEDI_ADV_PCI1710,TRISTATE
BMC150_ACCEL,TRISTATE
ROMFS_FS,TRISTATE
CRYPTO_MCRYPTD,TRISTATE
NETFILTER_XT_MATCH_DEVGROUP,TRISTATE
I2C_STU300,TRISTATE
PINCTRL_MVEBU,BOOL
MEDIA_TUNER_TEA5767,TRISTATE
SND_VMASTER,BOOL
SND_X86,BOOL
OWL_TIMER,BOOL
ARCH_INLINE_SPIN_UNLOCK_IRQRESTORE,BOOL
FB_VIA,TRISTATE
SND_SOC_PCM512x_I2C,TRISTATE
INFINIBAND_IPOIB_DEBUG_DATA,BOOL
COMEDI_ADV_PCI1720,TRISTATE
BMC150_ACCEL_I2C,TRISTATE
NTB_TRANSPORT,TRISTATE
NETFILTER_XT_MATCH_DSCP,TRISTATE
I2C_SUN6I_P2WI,TRISTATE
PINCTRL_DOVE,BOOL
GPIO_MSIC,BOOL
MEDIA_TUNER_TDA9887,TRISTATE
SND_DMA_SGBUF,BOOL
HDMI_LPE_AUDIO,TRISTATE
SUN4I_TIMER,BOOL
ROMFS_BACKED_BY_BLOCK,BOOL
CRYPTO_TEST,TRISTATE
NET_SCH_CODEL,TRISTATE
ADB_CUDA,BOOL
SENSORS_PC87360,TRISTATE
DRM_OMAP_ENCODER_OPA362,TRISTATE
PCI_ENDPOINT_TEST,TRISTATE
NET_VENDOR_ROCKER,BOOL
FARSYNC,TRISTATE
USB_SL811_HCD_ISO,BOOL
RCU_TRACE,BOOL
ARM_S3C2416_CPUFREQ,BOOL
NET_SCH_FQ_CODEL,TRISTATE
ADB_PMU_LED,BOOL
SENSORS_PC87427,TRISTATE
DRM_OMAP_ENCODER_TFP410,TRISTATE
C2PORT,TRISTATE
SCSI_NCR53C8XX_NO_DISCONNECT,BOOL
ROCKER,TRISTATE
DSCC4,TRISTATE
USB_SL811_CS,TRISTATE
TRACE_CLOCK,BOOL
SYSTEM_TRUSTED_KEYS,STRING
NET_SCH_FQ,TRISTATE
ADB_PMU_LED_DISK,BOOL
SENSORS_NTC_THERMISTOR,TRISTATE
DRM_OMAP_ENCODER_TPD12S015,TRISTATE
C2PORT_DURAMAR_2150,TRISTATE
SCSI_QLOGIC_FAS,TRISTATE
NET_VENDOR_SAMSUNG,BOOL
FSL_UCC_HDLC,TRISTATE
USB_R8A66597_HCD,TRISTATE
RCU_EQS_DEBUG,BOOL
SYSTEM_EXTRA_CERTIFICATE,BOOL
ARM_S3C2416_CPUFREQ_VCORESCALE,BOOL
NET_SCH_HHF,TRISTATE
SENSORS_NCT6683,TRISTATE
DRM_OMAP_CONNECTOR_DVI,TRISTATE
LEDS_TRIGGER_DISK,BOOL
EEPROM_AT24,TRISTATE
SCSI_QLOGIC_1280,TRISTATE
SXGBE_ETH,TRISTATE
SLIC_DS26522,TRISTATE
USB_RENESAS_USBHS_HCD,TRISTATE
DEBUG_WQ_FORCE_RR_CPU,BOOL
SYSTEM_EXTRA_CERTIFICATE_SIZE,INT
ARM_S3C2440_CPUFREQ,BOOL
PMAC_SMU,BOOL
SENSORS_NCT6775,TRISTATE
DRM_OMAP_CONNECTOR_HDMI,TRISTATE
NET_SCH_PIE,TRISTATE
SCSI_QLOGICPTI,TRISTATE
USB_RENESAS_USBHS,TRISTATE
DEBUG_BLOCK_EXT_DEVT,BOOL
PMAC_APM_EMU,TRISTATE
NET_VENDOR_SEEQ,BOOL
DSCC4_PCISYNC,BOOL
SENSORS_NCT7802,TRISTATE
DRM_OMAP_CONNECTOR_ANALOG_TV,TRISTATE
NVMEM,TRISTATE
SYSTEM_BLACKLIST_KEYRING,BOOL
NET_SCH_INGRESS,TRISTATE
SCSI_QLA_FC,TRISTATE
USB_WHCI_HCD,TRISTATE
CPU_HOTPLUG_STATE_CONTROL,BOOL
EEPROM_AT25,TRISTATE
PMAC_MEDIABAY,BOOL
DSCC4_PCI_RST,BOOL
ARM_ETHER3,TRISTATE
SENSORS_NCT7904,TRISTATE
DRM_OMAP_PANEL_DPI,TRISTATE
SYSTEM_BLACKLIST_HASH_LIST,STRING
NET_CLS_ACT,BOOL
UWB_WHCI,TRISTATE
PM_NOTIFIER_ERROR_INJECT,TRISTATE
BTREE,BOOL
EEPROM_LEGACY,TRISTATE
PMAC_BACKLIGHT,BOOL
IXP4XX_HSS,TRISTATE
SGISEEQ,TRISTATE
SENSORS_NSA320,TRISTATE
DRM_OMAP_PANEL_DSI_CM,TRISTATE
HAVE_KVM_IRQCHIP,BOOL
ARM_S3C64XX_CPUFREQ,BOOL
NET_SCH_PLUG,TRISTATE
TCM_QLA2XXX,TRISTATE
USB_HWA_HCD,TRISTATE
ARCH_INLINE_READ_TRYLOCK,BOOL
MEDIA_TUNER_MXL5005S,TRISTATE
SND_PXA2XX_SOC_IMOTE2,TRISTATE
COMEDI_ADV_PCI1723,TRISTATE
CHECKPOINT_RESTORE,BOOL
MAC80211_RC_MINSTREL_VHT,BOOL
SERIAL_MPS2_UART_CONSOLE,BOOL
GPIO_PALMAS,BOOL
REGULATOR_MAX8925,TRISTATE
ARCH_INLINE_READ_LOCK,BOOL
MEMORY_FAILURE,BOOL
MEDIA_TUNER_MAX2165,TRISTATE
COMEDI_ADV_PCI1724,TRISTATE
SERIAL_MPS2_UART,BOOL
GPIO_RC5T583,BOOL
BCM63XX_WDT,TRISTATE
REGULATOR_MAX8952,TRISTATE
PROC_CHILDREN,BOOL
ARCH_INLINE_READ_LOCK_BH,BOOL
MAC80211_RC_DEFAULT_MINSTREL,BOOL
DVB_USB_M920X,TRISTATE
SND_SOC_WM8940,TRISTATE
COMEDI_ADV_PCI1760,TRISTATE
RAS,BOOL
NAMESPACES,BOOL
MFD_RC5T583,BOOL
REGULATOR_MAX8973,TRISTATE
ARCH_INLINE_READ_LOCK_IRQ,BOOL
HWPOISON_INJECT,TRISTATE
MAC80211_RC_DEFAULT,STRING
BCM2835_WDT,TRISTATE
DVB_TDA1004X,TRISTATE
SND_MMP_SOC_BROWNSTONE,TRISTATE
COMEDI_ADV_PCI_DIO,TRISTATE
UTS_NS,BOOL
SERIAL_EFM32_UART_CONSOLE,BOOL
GPIO_STMPE,BOOL
REGULATOR_MAX77686,TRISTATE
ARCH_INLINE_READ_LOCK_IRQSAVE,BOOL
MEDIA_TUNER_QT1010,TRISTATE
COMEDI_AMPLC_DIO200_PCI,TRISTATE
PROC_PAGE_MONITOR,BOOL
IPC_NS,BOOL
SERIAL_TILEGX,TRISTATE
GPIO_TC3589X,BOOL
BCM_KONA_WDT,TRISTATE
ARCH_INLINE_READ_UNLOCK,BOOL
NOMMU_INITIAL_TRIM_EXCESS,INT
MEDIA_TUNER_TDA827X,TRISTATE
SND_SOC_WM8994,TRISTATE
COMEDI_AMPLC_PC236_PCI,TRISTATE
USER_NS,BOOL
GPIO_TIMBERDALE,BOOL
BCM_KONA_WDT_DEBUG,BOOL
REGULATOR_MAX77693,TRISTATE
ARCH_INLINE_READ_UNLOCK_BH,BOOL
TRANSPARENT_HUGEPAGE,BOOL
MAC80211_MESH,BOOL
SND_SOC_QCOM,TRISTATE
PID_NS,BOOL
SERIAL_ARC,TRISTATE
BCM7038_WDT,TRISTATE
MFD_TIMBERDALE,TRISTATE
REGULATOR_MAX77802,TRISTATE
DVB_USB_DIGITV,TRISTATE
COMEDI_AMPLC_PC263_PCI,TRISTATE
ARCH_INLINE_READ_UNLOCK_IRQ,BOOL
MAC80211_LEDS,BOOL
SND_SOC_LPASS_CPU,TRISTATE
RADIX_TREE_MULTIORDER,BOOL
CRYPTO_SHA512,TRISTATE
NET_NS,BOOL
SERIAL_ARC_CONSOLE,BOOL
GPIO_TPS65086,TRISTATE
REGULATOR_MC13XXX_CORE,TRISTATE
DVB_NXT6000,TRISTATE
COMEDI_AMPLC_PCI224,TRISTATE
EEPROM_MAX6875,TRISTATE
TULIP_MWI,BOOL
JOYSTICK_SPACEORB,TRISTATE
DRM_OMAP_PANEL_SONY_ACX565AKM,TRISTATE
IIO_HRTIMER_TRIGGER,TRISTATE
ZLIB_INFLATE,TRISTATE
NETFILTER_XT_MATCH_ECN,TRISTATE
NET_SCH_DEFAULT,BOOL
TCM_QLA2XXX_DEBUG,BOOL
HYPERV_KEYBOARD,TRISTATE
PINCTRL_KIRKWOOD,BOOL
FB_VIA_DIRECT_PROCFS,BOOL
USB_CONFIGFS_OBEX,BOOL
MMP_PDMA,BOOL
SUN5I_HSTIMER,BOOL
NVMEM_IMX_OCOTP,TRISTATE
BINFMT_SHARED_FLAT,BOOL
EEPROM_93CX6,TRISTATE
TULIP_MMIO,BOOL
JOYSTICK_SPACEBALL,TRISTATE
DRM_OMAP_PANEL_LGPHILIPS_LB035Q02,TRISTATE
UWB_HWA,TRISTATE
IIO_INTERRUPT_TRIGGER,TRISTATE
NETFILTER_XT_MATCH_ESP,TRISTATE
SCSI_QLA_ISCSI,TRISTATE
SERIO_SUN4I_PS2,TRISTATE
PINCTRL_ARMADA_370,BOOL
FB_VIA_X_COMPATIBILITY,BOOL
USB_CONFIGFS_NCM,BOOL
MMP_TDMA,BOOL
TEGRA_TIMER,BOOL
NVMEM_LPC18XX_EEPROM,TRISTATE
BINFMT_AOUT,TRISTATE
DEFAULT_PFIFO_FAST,BOOL
BCH_CONST_M,INT
EEPROM_93XX46,TRISTATE
JOYSTICK_STINGER,TRISTATE
DRM_OMAP_PANEL_SHARP_LS037V7DW01,TRISTATE
USB_IMX21_HCD,TRISTATE
NETFILTER_XT_MATCH_HASHLIMIT,TRISTATE
QEDI,TRISTATE
TULIP_NAPI,BOOL
SERIO_GPIO_PS2,TRISTATE
PINCTRL_ARMADA_375,BOOL
FB_NEOMAGIC,TRISTATE
USB_CONFIGFS_ECM,BOOL
MOXART_DMA,TRISTATE
VT8500_TIMER,BOOL
IIO_STM32_LPTIMER_TRIGGER,TRISTATE
OSF4_COMPAT,BOOL
DEFAULT_FQ,BOOL
EEPROM_DIGSY_MTC_CFG,BOOL
JOYSTICK_TWIDJOY,TRISTATE
DRM_OMAP_PANEL_TPO_TD028TTEC1,TRISTATE
USB_HCD_BCMA,TRISTATE
NETFILTER_XT_MATCH_HELPER,TRISTATE
TULIP_NAPI_HW_MITIGATION,BOOL
USERIO,TRISTATE
PINCTRL_ARMADA_38X,BOOL
FB_KYRO,TRISTATE
USB_CONFIGFS_ECM_SUBSET,BOOL
MPC512X_DMA,TRISTATE
